cylinder	(121, 121, 121)	2000	0.4
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	4.024684004519258	782
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	5.805273308067879	777
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	5.0545284568724345	777
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	999.830309022227	786
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	1075.223448151678	786
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	5.374222762860693	777
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	7.296788932409079	781
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	4.510535611434298	786
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	2.1491993636215945	787
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1.3913003517123448	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	970.672730741665	783
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	6.121559661904708	789
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	3.542938874560841	784
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	3.579308948843299	782
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	8.475181466113082	788
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	5.5581739912903245	778
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	7.9310517615290665	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	8.85787548153749	791
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	960.7270905912285	784
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1.7533006465219598	785
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1009.4270925462315	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	1090.9258236638786	781
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	6.795722366314566	791
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	6.094167119305376	784
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	4.570259792575335	780
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	8.769882293801814	791
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	9.235445624116181	777
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	921.961504826814	787
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	6.580697608282373	780
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	1020.7915395874439	788
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	4.51944823739467	782
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	1029.9804873031644	782
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	7.296035139400621	783
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	7.949807830038087	780
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	973.3901869658816	785
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	1091.6964542047222	788
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	2.8683499194829376	790
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	909.4992317739957	779
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	999.3027683906952	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	4.458038344495067	787
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	6.732904707151718	789
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	1056.587959518543	787
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	8.911817350583398	783
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	1025.3429687751325	784
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	7.66351204994662	779
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	6.6408975144480475	779
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1.1272118456864768	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1.2424722786169697	785
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	5.3064558449273775	783
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	8.683808430986328	785
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	9.258949961755688	790
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	4.242246695408435	781
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	948.7730250402971	780
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	4.234210245682986	786
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	6.156674036523805	778
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	6.015542711291246	790
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	9.615594809431466	778
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	5.147241499824893	790
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	2.4823711306299447	781
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	1.8058943505521863	791
