cube	(105, 105, 105)	3000	0.2
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	8.422161209095393	781
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	9.77067590256172	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	8.799484873689803	787
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1.0436466651210323	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	9.9461040211932	785
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1.8785372328762868	778
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	1047.154672245026	786
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	7.113088009132428	778
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	5.6109019033577185	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	9.268769394275457	791
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	1.1491627215913582	782
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	968.8478473854973	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	9.368922864462094	784
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	5.182708794931105	788
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	914.1099922197218	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	3.6453605194172285	778
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1005.1388455558941	790
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	2.9431196471972827	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	2.9809655152501326	784
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	8.994439888014597	787
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	2.420995984602849	789
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	1067.7374733694744	782
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	2.25757451847379	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	953.461994413382	780
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1035.4597406138842	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	9.94259953835256	783
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	3.32307731623105	783
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	9.139510039082017	788
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	9.687294505709215	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	6.8811460200038255	787
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1.0461910095777234	790
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	6.481520942377722	781
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	2.878520330683384	779
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	1003.4514129644335	780
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	2.1877668121150844	780
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	9.857025167129171	788
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	3.538710283520329	779
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	1074.5803432724174	784
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	935.1192658719602	782
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1.495060421269418	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	1013.9165884237078	781
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	920.8320820253766	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	3.083592128279336	790
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	4.097002679859941	782
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	4.967251982251129	785
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	2.1039119839145863	779
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	6.7632755103438775	783
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	6.2929480348343345	777
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	3.2243339048619646	786
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	1.5303035217940102	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	7.5577338338663465	785
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	4.282989494779372	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	4.710819513368884	787
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	4.47722873444679	786
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	2.414616205923529	791
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	8.15241785889093	789
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	4.519960683266843	780
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1012.4379465105325	785
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	4.8730715770110855	783
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	7.830741505505892	790
