cylinder	(121, 121, 121)	4000	0.3
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	939.1247030876533	781
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	5.958012076878605	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	7.349136783477374	790
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	4.240758962190462	777
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	7.389171896381168	790
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	6.452304489504492	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	8.22013726162246	780
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	9.18973150548885	786
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	5.44063055096428	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	9.578374108862473	791
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	9.471177857340532	783
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	1020.7421864892987	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	917.2972381584783	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	947.9442160299616	785
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	3.7146322725102543	788
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	5.281761738335471	778
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1062.4711841382668	783
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	8.405744498946817	782
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	8.898407968534107	782
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	6.187949573683152	791
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	9.024063578510617	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	1.3583027107501835	787
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	1000.8358917792677	791
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	5.36679935908197	777
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1.6954838670693197	789
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	2.4158480127128192	779
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	8.872966457818396	785
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	6.874300331159072	780
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	9.484318453827635	789
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	3.727355809929891	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	4.280712192766492	783
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	938.7588989662642	777
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	6.053247636519889	787
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	5.910449618248675	788
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	6.020037091122919	780
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	4.834390924574539	786
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	3.0171754120390135	788
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	2.915624497253737	781
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	1049.1637015867009	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	5.121642537169916	790
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	8.92162590064851	791
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	9.498521176642152	790
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	2.1659153747297606	779
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	8.78840912100941	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	6.935730104503849	785
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	6.723174732548551	784
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	5.326224467993902	780
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	9.165938803007093	784
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	8.07645260828143	786
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	5.4620946283839364	789
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	3.0922599654806384	782
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	942.917380123712	783
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	8.035738810453468	778
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	5.952078755281817	787
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	2.6536425094699956	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	8.039320001200235	784
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	6.627737339486224	785
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	8.578221199239167	782
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	1.4378972325726607	787
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	5.806000890887575	779
