cube	(105, 105, 105)	4000	0.4
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	9.654531908832142	781
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	9.483605882572956	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	9.231010036058082	787
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	3.8384301165140093	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1049.5861829599019	785
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	2.969565601652507	778
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	8.165037455602356	786
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1065.9535532979226	778
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	6.257804189890624	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	5.245960923098366	791
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	4.941120070241772	782
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	5.021115754535344	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	4.78516140556591	784
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	3.549977185951926	788
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	3.535075143932219	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	9.849738466956012	778
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	6.856718581772061	790
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	8.181395978079385	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	1057.134128039295	784
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	1.5803002056018771	787
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	8.248300527964865	789
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	2.023786295654713	782
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	6.25990937365984	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	988.6116650706226	780
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	8.86348495329746	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	2.7730328479865904	783
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1091.4354342160605	783
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	7.529163409815801	788
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	3.2850176981422172	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	4.282812331994878	787
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	7.506280879819637	790
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	1.6531595524134297	781
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	3.880901668504348	779
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	934.8444318864489	780
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	6.552929269669395	780
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	1070.8206918771652	788
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	4.492122159867806	779
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	8.504146513126482	784
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	1029.0639836212051	782
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	3.901777865617377	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	9.258952507079194	781
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	8.03309745812526	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	6.146917334506226	790
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	2.9064135373240747	782
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	2.022993619878839	785
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	3.5161068032055227	779
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	5.000771568748869	783
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	4.458538207928132	777
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	7.766562477232082	786
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	6.1673542242871795	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	960.730968634139	785
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	3.672828754351149	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	4.805033934253122	787
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	7.637100549893296	786
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	3.5607113012421454	791
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	9.356528107634368	789
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	1063.6226915835343	780
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	5.514099593144389	785
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	957.1823072575754	783
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1032.6322299089302	790
