cube	(105, 105, 105)	2000	0.2
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	3.4808502605890776	781
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	2.434231265764982	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	7.358739148126465	787
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	4.692208372789765	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	6.546294036438612	785
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	3.5861653787458065	778
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	3.629198826882109	786
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	8.911825563255007	778
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	3.5562034359395613	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	6.377575536421294	791
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	947.9235385847438	782
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	6.0516242765656845	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	8.496868963530437	784
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	949.8624943412485	788
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	7.345184668066182	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	923.3077119794516	778
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	5.127827137210942	790
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	1025.1107715177427	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	1.680523088293162	784
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	5.81741091017574	787
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	2.6143287279480925	789
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	9.370683387673798	782
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	1046.1035966311897	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	8.808020302930338	780
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	9.951294085393084	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	959.1236193839062	783
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	5.971644709148313	783
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	6.317603318892846	788
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	3.4274046820845854	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	5.337704543209213	787
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	9.44060272170458	790
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	995.9328670286017	781
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	9.145831385696237	779
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	6.790975172059848	780
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	6.945875261546002	780
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	8.222833037692842	788
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	8.130910784250425	779
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	1.2099037363271008	784
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	4.3402044247827	782
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	9.096157081330173	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	1.082177747190316	781
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	9.271592865034663	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	3.6889884077652084	790
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	6.23355339082265	782
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1.1065408959314165	785
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	9.896870819226073	779
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1.56383466315754	783
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	4.80546273162763	777
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	7.348456597556316	786
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	5.889344718748701	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	6.176662455215029	785
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	2.8495869686200956	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	1062.8318681825517	787
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	2.2762215166017086	786
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	6.890566995757867	791
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	4.891829882381133	789
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	1056.560580086153	780
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	3.0516232842618596	785
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1.743536904284408	783
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1057.792544982451	790
