cylinder	(142, 142, 142)	999999	1
../Liu2015/arrow_b_normal_nh.binvox	63346	8.686881871959345	779
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	9.133247026844767	777
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	1.862436884057022	777
../Liu2015/star_b_normal_nh.binvox	51796	1021.4483471172031	780
../Liu2015/ring_b_normal_nh.binvox	64515	3.0970973834614006	778
../Liu2015/arrow_b_normal_nh.binvox	63346	1042.8807353978032	779
../Liu2015/cube_b_normal_nh.binvox	22816	1005.5759121921858	781
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	5.367705726423684	777
../Liu2015/cube_b_normal_nh.binvox	22816	949.2193788330726	781
../Liu2015/star_b_normal_nh.binvox	51796	6.581878041196475	780
../Liu2015/star_b_normal_nh.binvox	51796	3.6657900900904763	780
../Liu2015/arrow_b_normal_nh.binvox	63346	3.773571200420096	779
../Liu2015/cube_b_normal_nh.binvox	22816	6.1691021251042475	781
../Liu2015/cube_b_normal_nh.binvox	22816	7.3734369437502965	781
../Liu2015/ring_b_normal_nh.binvox	64515	8.6185545797805	778
../Liu2015/arrow_b_normal_nh.binvox	63346	6.118591265135538	779
../Liu2015/star_b_normal_nh.binvox	51796	1073.3608492115316	780
../Liu2015/arrow_b_normal_nh.binvox	63346	4.319868440273918	779
../Liu2015/cube_b_normal_nh.binvox	22816	8.154592805864393	781
../Liu2015/ring_b_normal_nh.binvox	64515	2.156140168584341	778
../Liu2015/cube_b_normal_nh.binvox	22816	3.218672341153111	781
../Liu2015/arrow_b_normal_nh.binvox	63346	8.285449111425516	779
../Liu2015/star_b_normal_nh.binvox	51796	3.8563932695836254	780
../Liu2015/arrow_b_normal_nh.binvox	63346	2.2979388443061763	779
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	8.058922622355002	777
../Liu2015/star_b_normal_nh.binvox	51796	4.864983196197745	780
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	2.5322969716726127	777
../Liu2015/ring_b_normal_nh.binvox	64515	1077.542264399651	778
../Liu2015/star_b_normal_nh.binvox	51796	8.481700261077258	780
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	9.32562851968836	777
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	8.595789181578738	777
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	2.1023111881981102	777
../Liu2015/cube_b_normal_nh.binvox	22816	4.7861272616366115	781
../Liu2015/cube_b_normal_nh.binvox	22816	6.7543426373505415	781
../Liu2015/arrow_b_normal_nh.binvox	63346	4.590550623009928	779
../Liu2015/star_b_normal_nh.binvox	51796	1035.5990095618672	780
