cylinder	(174, 174, 174)	999999	1
../Stoyan2005/stoyan5_normal_nh.binvox	101560	8.078239612671762	781
../Stoyan2005/stoyan5_normal_nh.binvox	101560	2.945514563375897	781
../Stoyan2005/stoyan7_normal_nh.binvox	144000	3.660954665910905	783
../Stoyan2005/stoyan1_normal_nh.binvox	124443	6.365479169686587	777
../Stoyan2005/stoyan2_normal_nh.binvox	61282	9.42276813455302	778
../Stoyan2005/stoyan4_normal_nh.binvox	91298	6.724147919395238	780
../Stoyan2005/stoyan6_normal_nh.binvox	107012	979.7156791066442	782
../Stoyan2005/stoyan6_normal_nh.binvox	107012	7.327325491339313	782
../Stoyan2005/stoyan3_normal_nh.binvox	86265	6.595152097998156	779
../Stoyan2005/stoyan5_normal_nh.binvox	101560	3.4965943000246122	781
../Stoyan2005/stoyan7_normal_nh.binvox	144000	9.018031231714684	783
../Stoyan2005/stoyan7_normal_nh.binvox	144000	964.3832676810672	783
