cylinder	(19, 19, 19)	999999	1
../Shapes/Piece0.binvox	240	1018.4410127218948	780
../Shapes/Piece1.binvox	448	1.1626194957465172	777
../Shapes/Piece0.binvox	240	3.295826257126924	780
../Shapes/Piece1.binvox	448	8.181764758542883	777
../Shapes/Piece3.binvox	56	1.413136879710403	779
../Shapes/Piece3.binvox	56	3.239836404429054	779
../Shapes/Piece3.binvox	56	4.741727214673752	779
../Shapes/Piece2.binvox	180	2.3688105357530316	778
../Shapes/Piece3.binvox	56	5.634763530166075	779
../Shapes/Piece1.binvox	448	6.2584363950403095	777
../Shapes/Piece0.binvox	240	2.0928524601474408	780
../Shapes/Piece1.binvox	448	1070.012676374183	777
../Shapes/Piece3.binvox	56	3.104299858645134	779
../Shapes/Piece3.binvox	56	7.834016786556454	779
../Shapes/Piece0.binvox	240	3.0565310123453893	780
../Shapes/Piece0.binvox	240	917.4111282145669	780
../Shapes/Piece1.binvox	448	4.784857362221091	777
../Shapes/Piece0.binvox	240	3.890861619872457	780
../Shapes/Piece2.binvox	180	1029.3203963887704	778
../Shapes/Piece0.binvox	240	7.166278001148076	780
../Shapes/Piece0.binvox	240	4.526042179621678	780
../Shapes/Piece0.binvox	240	1.0925693220100516	780
../Shapes/Piece2.binvox	180	8.244662463408329	778
../Shapes/Piece3.binvox	56	964.8830197879576	779
../Shapes/Piece2.binvox	180	1.338765363053903	778
../Shapes/Piece3.binvox	56	1062.915731235236	779
../Shapes/Piece3.binvox	56	5.583515240388347	779
../Shapes/Piece2.binvox	180	6.26155134569046	778
../Shapes/Piece1.binvox	448	1.0499466485155795	777
../Shapes/Piece3.binvox	56	909.4058883253942	779
../Shapes/Piece0.binvox	240	8.014681775283973	780
../Shapes/Piece2.binvox	180	954.816490369141	778
../Shapes/Piece2.binvox	180	910.0659278203152	778
../Shapes/Piece0.binvox	240	4.904393540921571	780
../Shapes/Piece3.binvox	56	4.020433874133878	779
../Shapes/Piece0.binvox	240	7.277264300387779	780
../Shapes/Piece1.binvox	448	4.292085212509564	777
../Shapes/Piece0.binvox	240	3.7642133379566003	780
../Shapes/Piece0.binvox	240	901.8924660729363	780
../Shapes/Piece2.binvox	180	1085.2001164921712	778
../Shapes/Piece0.binvox	240	4.139517674291894	780
../Shapes/Piece3.binvox	56	5.334204388596769	779
../Shapes/Piece2.binvox	180	8.936529626305092	778
