cube	(56, 56, 56)	999999	1
../Chess/classic_bishop_extracoarse_nh.binvox		4236	7.062126505822501	777
../Chess/classic_pawn_extracoarse_nh.binvox		2245	6.610276498149412	780
../Chess/classic_pawn_extracoarse_nh.binvox		2245	911.3447835188525	780
../Chess/classic_pawn_extracoarse_nh.binvox		2245	1032.210619359857	780
../Chess/classic_king_extracoarse_nh.binvox		6946	5.532770574171507	778
../Chess/classic_pawn_extracoarse_nh.binvox		2245	935.8308006523597	780
../Chess/classic_knight_2_extracoarse_nh.binvox	5678	8.44004905742972	779
../Chess/classic_rook_extracoarse_nh.binvox		5197	2.350950850812896	782
../Chess/classic_rook_extracoarse_nh.binvox		5197	2.606639474269219	782
../Chess/classic_pawn_extracoarse_nh.binvox		2245	3.4839709777817713	780
../Chess/classic_pawn_extracoarse_nh.binvox		2245	4.923824970014003	780
../Chess/classic_knight_2_extracoarse_nh.binvox	5678	7.185486615114836	779
../Chess/classic_pawn_extracoarse_nh.binvox		2245	1.440288580322508	780
../Chess/classic_pawn_extracoarse_nh.binvox		2245	998.0948649402485	780
../Chess/classic_pawn_extracoarse_nh.binvox		2245	2.0292700312020684	780
../Chess/classic_knight_2_extracoarse_nh.binvox	5678	1054.2583436605717	779
../Chess/classic_pawn_extracoarse_nh.binvox		2245	5.366639980880096	780
../Chess/classic_pawn_extracoarse_nh.binvox		2245	961.3301223388863	780
../Chess/classic_pawn_extracoarse_nh.binvox		2245	3.5927724486297485	780
../Chess/classic_queen_extracoarse_nh.binvox		7105	6.042694509341527	781
../Chess/classic_pawn_extracoarse_nh.binvox		2245	7.5874767777169385	780
../Chess/classic_bishop_extracoarse_nh.binvox		4236	7.17668912341414	777
../Chess/classic_bishop_extracoarse_nh.binvox		4236	3.869932828408345	777
../Chess/classic_bishop_extracoarse_nh.binvox		4236	3.6275192060652612	777
../Chess/classic_king_extracoarse_nh.binvox		6946	2.3478884952266377	778
../Chess/classic_pawn_extracoarse_nh.binvox		2245	1047.5605083386338	780
../Chess/classic_queen_extracoarse_nh.binvox		7105	2.169305124937811	781
../Chess/classic_knight_2_extracoarse_nh.binvox	5678	5.852223256867979	779
../Chess/classic_pawn_extracoarse_nh.binvox		2245	1076.5970428167595	780
../Chess/classic_rook_extracoarse_nh.binvox		5197	9.042546020560055	782
../Chess/classic_rook_extracoarse_nh.binvox		5197	1044.2346614747673	782
../Chess/classic_pawn_extracoarse_nh.binvox		2245	4.6915353808867435	780
