cube	(105, 105, 105)	4000	0.3
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	9.889851893643124	786
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	8.948596121547133	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	999.2054554047533	791
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	4.5953858539666745	789
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	5.393666211776241	782
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1058.544777787259	790
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1040.449015107105	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	4.403367727569976	783
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	3.9925721402991745	780
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	1093.224380466397	791
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	902.3481286922345	781
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	8.772832152232088	784
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	9.077858674938467	786
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	9.505939771185396	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1035.428355438398	778
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	8.039392297506923	783
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	2.496328346672149	783
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	4.736113869854457	784
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1005.8056056959413	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	7.5510158527052225	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1030.3102293797413	790
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	920.713670101457	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	9.018987202030832	785
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	7.051572926251186	779
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	4.905122481910254	778
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	1.3786455994594986	788
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	8.535880226189615	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	967.2753801135907	787
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	3.977964582957821	777
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	7.5206223799873175	780
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	8.03840788550698	781
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1028.421108572065	778
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	3.0891117470911778	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	5.408240601466277	785
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	8.315136112213823	777
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	2.3583784489104525	788
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	6.448675147126653	780
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	3.6291829059294143	790
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	7.6029318463312725	786
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	9.46117026750567	787
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	4.694345605882544	783
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	7.369156762618855	787
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	3.8765622711393437	782
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	932.0894764369527	782
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	2.6039799008070417	789
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	4.20349282325721	790
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	6.011972395201017	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	8.902747349646313	791
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	1018.5735088484655	788
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	7.955716231308327	785
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	1097.007190461528	782
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	1.3015553121235621	784
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	1.3679236526677716	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	5.564185405640758	785
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	1.306771036366177	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	4.10691291915064	780
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	992.3240147628011	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	8.791166499166657	787
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	1050.1818470586668	781
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	8.049889214951527	779
