cylinder	(86, 86, 86)	999999	1
../Engine/rocker_arm_3mm_hole_-_scaled_extracoarse_nh.binvox	118	4.301132042244638	828
../Engine/compressor_mount_-_scaled_extracoarse_nh.binvox	94	8.654769925589473	801
../Engine/gears_helical_16_extracoarse_nh.binvox	168	7.181397495249469	815
../Engine/cam_bearing_cap_-_scaled_extracoarse_nh.binvox	66	7.954291333293701	796
../Engine/rocker_arm_3mm_hole_-_scaled_extracoarse_nh.binvox	118	8.430295224853547	828
../Engine/connecting_rod_cap_-_scaled_extracoarse_nh.binvox	156	1090.3494203864302	803
../Engine/spring_retainer_-_scaled_extracoarse_nh.binvox	24	6.784477212405061	830
../Engine/crank_2_-_scaled_extracoarse_nh.binvox	349	1097.507044505315	806
../Engine/Engine_stand_-_modified_to_accept_transmission_extracoarse_nh.binvox	10818	5.029890443268232	780
../Engine/Intake_manifold_upper_-_part_2_-_scaled_extracoarse_nh.binvox	2535	7.034691720878	787
../Engine/Header_-_scaled_extracoarse_nh.binvox	6078	8.443828814598133	784
../Engine/FAN_-_scaled_extracoarse_nh.binvox	2485	9.285676834889799	781
../Engine/rocker_arm_3mm_hole_-_scaled_extracoarse_nh.binvox	118	4.852719185370086	828
../Engine/VALVE_COVER_-_scaled_extracoarse_nh.binvox	4355	9.98440958402243	793
../Engine/intake_valve_-_scaled_extracoarse_nh.binvox	24	2.639665495551876	821
../Engine/Throttle_body_-_Scaled_extracoarse_nh.binvox	763	7.091688555426476	792
../Engine/22RE_Block_-_Scaled_extracoarse_nh.binvox	25240	974.1255285488968	778
../Engine/camshaft1_-_scaled_extracoarse_nh.binvox	466	1036.8475668128972	797
../Engine/intake_valve_-_scaled_extracoarse_nh.binvox	24	7.689028894565621	821
../Engine/exhuast_valves_-_scaled_extracoarse_nh.binvox	31	1085.7118838554939	811
../Engine/spring_retainer_-_scaled_extracoarse_nh.binvox	24	1007.7047487012408	830
../Engine/spring_retainer_-_scaled_extracoarse_nh.binvox	24	9.28612843826636	830
../Engine/HEAD_BRACE_-_scaled_extracoarse_nh.binvox	1734	3.0054750022162677	783
../Engine/22RE_Block_-_No_Support_-_Scaled_extracoarse_nh.binvox	23905	6.002970812923598	777
../Engine/spring_retainer_-_scaled_extracoarse_nh.binvox	24	945.3866970419317	830
../Engine/rocker_arm_3mm_hole_-_scaled_extracoarse_nh.binvox	118	1.8430698479585113	828
../Engine/compressor_mount_-_scaled_extracoarse_nh.binvox	94	943.5247368629484	801
../Engine/intake_valve_-_scaled_extracoarse_nh.binvox	24	4.788861379447505	821
../Engine/connecting_rod_3mm_hole_-_scaled_extracoarse_nh.binvox	450	4.337371109676182	802
../Engine/gears_helical_30x10r_extracoarse_nh.binvox	512	7.274987539609546	818
../Engine/timing_cover_-_scaled_extracoarse_nh.binvox	4754	2.917806415807472	832
../Engine/camshaft2_-_scaled_extracoarse_nh.binvox	469	9.01700743152326	798
../Engine/spring_retainer_-_scaled_extracoarse_nh.binvox	24	917.7588076933293	830
../Engine/Flywheel_-_scaled_extracoarse_nh.binvox	3497	5.434251117407029	782
../Engine/intake_valve_-_scaled_extracoarse_nh.binvox	24	2.434438165348271	821
../Engine/connecting_rod_cap_-_scaled_extracoarse_nh.binvox	156	918.5375861599971	803
../Engine/crank_2_-_scaled_extracoarse_nh.binvox	349	5.963385198796639	806
