cube	(73, 73, 73)	999999	1
../Engine/cam_bearing_cap_-_scaled_extracoarse_nh.binvox	66	3.1119647375236803	796
../Engine/piston_-_scaled_extracoarse_nh.binvox	597	1088.3243315877382	827
../Engine/rocker_arm_3mm_hole_-_scaled_extracoarse_nh.binvox	118	3.135895754158102	828
../Engine/22RE_Block_-_Scaled_extracoarse_nh.binvox	25240	8.954141745646474	778
../Engine/fanspacer_-_scaled_extracoarse_nh.binvox	72	6.239758708890594	814
../Engine/cam_bearing_cap_-_scaled_extracoarse_nh.binvox	66	999.2525296888858	796
../Engine/piston_-_scaled_extracoarse_nh.binvox	597	3.4924775312077703	827
../Engine/compressor_mount_-_scaled_extracoarse_nh.binvox	94	6.667514731305727	801
../Engine/intake_valve_-_scaled_extracoarse_nh.binvox	24	7.266658788350446	821
../Engine/ac_mount_-_scaled_extracoarse_nh.binvox	858	1098.7254422629042	794
../Engine/intake_valve_-_scaled_extracoarse_nh.binvox	24	1.6763102269705255	821
../Engine/connecting_rod_cap_-_scaled_extracoarse_nh.binvox	156	8.050739918318614	803
../Engine/left_motor_mount_-_scaled_extracoarse_nh.binvox	472	4.1148864167127295	822
../Engine/oil_filter_-_scaled_extracoarse_nh.binvox	955	6.899611823631925	825
../Engine/rocker_arm_3mm_hole_-_scaled_extracoarse_nh.binvox	118	933.427060583663	828
../Engine/stand_-_scaled_extracoarse_nh.binvox	11410	9.204912209575518	831
../Engine/spring_retainer_-_scaled_extracoarse_nh.binvox	24	8.833123416181326	830
../Engine/Cam_Gear_-_scaled_extracoarse_nh.binvox	705	1.39748360741961	779
../Engine/crank_2_-_scaled_extracoarse_nh.binvox	349	982.5035613039	806
../Engine/intake_valve_-_scaled_extracoarse_nh.binvox	24	7.125417876196792	821
../Engine/ac_pulley_-_scaled_extracoarse_nh.binvox	1274	2.3456831611440823	795
../Engine/crank_pulley_-_scaled_extracoarse_nh.binvox	1502	8.15370392361919	808
../Engine/22RE_Block_-_No_Support_-_Scaled_extracoarse_nh.binvox	23905	8.588013785952244	777
../Engine/rocker_arm_3mm_hole_-_scaled_extracoarse_nh.binvox	118	3.434556618798701	828
../Engine/spring_retainer_-_scaled_extracoarse_nh.binvox	24	8.811409366947473	830
../Engine/connecting_rod_3mm_hole_-_scaled_extracoarse_nh.binvox	450	1046.0896559702414	802
../Engine/compressor_-_scaled_extracoarse_nh.binvox	2190	1007.2732681756033	800
../Engine/gears_helical_16r_extracoarse_nh.binvox	10987	5.982318861141511	816
../Engine/crank_gear_-_scaled_extracoarse_nh.binvox	186	930.9710667940662	807
../Engine/fan_clutch_-_scaled_extracoarse_nh.binvox	599	3.52235568146373	812
../Engine/crank_1_-_scaled_extracoarse_nh.binvox	610	9.733784682562613	804
../Engine/spring_retainer_-_scaled_extracoarse_nh.binvox	24	5.471298612540234	830
../Engine/Intake_manifold_upper_-_scaled_extracoarse_nh.binvox	5237	9.873992144260052	788
../Engine/crank_2_-_scaled_extracoarse_nh.binvox	349	8.459138337245514	806
../Engine/connecting_rod_3mm_hole_-_scaled_extracoarse_nh.binvox	450	2.065440470305642	802
../Engine/crank_1_-_scaled_extracoarse_nh.binvox	610	1.4282748498304032	804
../Engine/Throttle_body_-_Scaled_extracoarse_nh.binvox	763	8.108256279369787	792
../Engine/FAN_-_scaled_extracoarse_nh.binvox	2485	5.212458642255079	781
../Engine/crank_2_-_scaled_extracoarse_nh.binvox	349	5.537754668639071	806
../Engine/Engine_stand_-_modified_to_accept_transmission_extracoarse_nh.binvox	10818	1.264297030272421	780
../Engine/camshaft1_-_scaled_extracoarse_nh.binvox	466	4.06719238240984	797
../Engine/spacer__extracoarse_nh.binvox	36	6.7094775529582416	829
../Engine/compressor_mount_-_scaled_extracoarse_nh.binvox	94	9.316704042494981	801
../Engine/Intake_manifold_upper_-_part_2_-_scaled_extracoarse_nh.binvox	2535	2.708841778321242	787
../Engine/timing_cover_-_scaled_extracoarse_nh.binvox	4754	936.3668234212727	832
../Engine/exhuast_valves_-_scaled_extracoarse_nh.binvox	31	3.7469627496176097	811
../Engine/exhuast_valves_-_scaled_extracoarse_nh.binvox	31	4.325508798321312	811
../Engine/spring_retainer_-_scaled_extracoarse_nh.binvox	24	6.090922635354388	830
../Engine/connecting_rod_cap_-_scaled_extracoarse_nh.binvox	156	2.72442267286273	803
../Engine/gears_helical_30x10r_extracoarse_nh.binvox	512	1094.881691970087	818
../Engine/Rear_Main_-_scaled_extracoarse_nh.binvox	482	1006.4904137147726	789
../Engine/camshaft2_-_scaled_extracoarse_nh.binvox	469	5.307424524663866	798
../Engine/compressor_mount_-_scaled_extracoarse_nh.binvox	94	6.093158772932208	801
../Engine/rocker_arm_3mm_hole_-_scaled_extracoarse_nh.binvox	118	943.9073802278695	828
../Engine/head_-_scaled_extracoarse_nh.binvox	13172	7.335474778282754	820
../Engine/head_-_ported_-_scaled_extracoarse_nh.binvox	12977	8.460244449514377	819
../Engine/HEAD_BRACE_-_scaled_extracoarse_nh.binvox	1734	9.97079991334046	783
../Engine/exhuast_valves_-_scaled_extracoarse_nh.binvox	31	9.142761713983209	811
../Engine/crank_1_mirror_-_scaled_extracoarse_nh.binvox	607	963.4287287281102	805
../Engine/crankend_-_scaled_extracoarse_nh.binvox	374	1023.4989919393664	810
../Engine/piston_-_scaled_extracoarse_nh.binvox	597	5.440873012441294	827
../Engine/connecting_rod_cap_-_scaled_extracoarse_nh.binvox	156	3.6063938660144044	803
../Engine/rocker_arm_3mm_hole_-_scaled_extracoarse_nh.binvox	118	7.785126110846654	828
../Engine/rocker_arm_3mm_hole_-_scaled_extracoarse_nh.binvox	118	2.555348741001774	828
../Engine/gears_helical_30x10_extracoarse_nh.binvox	512	6.846150791437412	817
../Engine/rocker_arm_3mm_hole_-_scaled_extracoarse_nh.binvox	118	1023.1069641891321	828
../Engine/spring_retainer_-_scaled_extracoarse_nh.binvox	24	9.346297098101443	830
../Engine/intake_valve_-_scaled_extracoarse_nh.binvox	24	3.969964826529873	821
../Engine/spring_retainer_-_scaled_extracoarse_nh.binvox	24	910.6975512466203	830
../Engine/Right_motor_mount_-_scaled_extracoarse_nh.binvox	501	2.855691500980277	790
../Engine/rocker_arm_3mm_hole_-_scaled_extracoarse_nh.binvox	118	7.013030642399267	828
../Engine/cam_bearing_cap_-_scaled_extracoarse_nh.binvox	66	1.3719167922906923	796
../Engine/cam_bearing_cap_-_scaled_extracoarse_nh.binvox	66	2.5969412833739214	796
../Engine/connecting_rod_3mm_hole_-_scaled_extracoarse_nh.binvox	450	1004.7025168464854	802
../Engine/oil_pan_-_scaled_extracoarse_nh.binvox	6488	1.4497589942360656	826
../Engine/spring_retainer_-_scaled_extracoarse_nh.binvox	24	2.5006802289694923	830
../Engine/piston_-_scaled_extracoarse_nh.binvox	597	7.672629534673819	827
../Engine/crank_2_-_scaled_extracoarse_nh.binvox	349	1099.0078707617379	806
../Engine/spring_retainer_-_scaled_extracoarse_nh.binvox	24	5.949341736547175	830
../Engine/crank_1_-_scaled_extracoarse_nh.binvox	610	4.587177546112162	804
../Engine/compressor_mount_-_scaled_extracoarse_nh.binvox	94	5.610547525637752	801
../Engine/Intake_Manifold_Lower_-_Scaled_extracoarse_nh.binvox	5067	1093.659498449244	785
../Engine/Intake_manifold_upper_-_part_1_-_scaled_extracoarse_nh.binvox	2441	9.071651124321898	786
../Engine/crank_spacer_-_scaled_extracoarse_nh.binvox	322	7.203252088251253	809
../Engine/main_cap_-_scaled_extracoarse_nh.binvox	213	7.48610945579962	823
../Engine/connecting_rod_3mm_hole_-_scaled_extracoarse_nh.binvox	450	4.643419827009851	802
../Engine/comp_back_cover_-_scaled_extracoarse_nh.binvox	139	3.0378777249515636	799
../Engine/gears_helical_16_extracoarse_nh.binvox	168	1089.481582125494	815
../Engine/Header_-_scaled_extracoarse_nh.binvox	6078	5.404803597038024	784
../Engine/VALVE_COVER_-_scaled_extracoarse_nh.binvox	4355	4.465456963439717	793
../Engine/Throttle_Linkage_-_scaled_extracoarse_nh.binvox	104	8.081900933776136	791
../Engine/fan_pulley_-_scaled_extracoarse_nh.binvox	1022	1075.9350794033003	813
../Engine/connecting_rod_cap_-_scaled_extracoarse_nh.binvox	156	1038.1258708995927	803
../Engine/oil_cap_-_scaled_extracoarse_nh.binvox	205	3.294365408273607	824
../Engine/exhuast_valves_-_scaled_extracoarse_nh.binvox	31	4.345506694158803	811
../Engine/Flywheel_-_scaled_extracoarse_nh.binvox	3497	9.532638622332966	782
../Engine/cam_bearing_cap_-_scaled_extracoarse_nh.binvox	66	8.595196632252701	796
