cylinder	(180, 180, 180)	999999	1
../Stoyan2004/polytope1_normal_nh.binvox	91920	1.7516551761784211	777
../Stoyan2004/polytope3_normal_nh.binvox	35455	9.699051393888642	779
../Stoyan2004/polytope4_normal_nh.binvox	17680	6.058414614970057	780
../Stoyan2004/polytope6_normal_nh.binvox	31586	2.2644118254082075	782
../Stoyan2004/polytope7_normal_nh.binvox	10204	4.224703720951915	783
../Stoyan2004/polytope5_normal_nh.binvox	5972	4.527256066975013	781
../Stoyan2004/polytope7_normal_nh.binvox	10204	2.7665550533366705	783
../Stoyan2004/polytope9_normal_nh.binvox	40811	6.346303192713725	785
../Stoyan2004/polytope6_normal_nh.binvox	31586	8.1604724419168	782
../Stoyan2004/polytope8_normal_nh.binvox	41610	5.118842173346139	784
../Stoyan2004/polytope1_normal_nh.binvox	91920	1002.9882065070349	777
../Stoyan2004/polytope1_normal_nh.binvox	91920	6.113031583880833	777
../Stoyan2004/polytope9_normal_nh.binvox	40811	3.5506432991357357	785
../Stoyan2004/polytope10_normal_nh.binvox	18116	948.3646483286333	786
../Stoyan2004/polytope8_normal_nh.binvox	41610	3.0246101343688743	784
../Stoyan2004/polytope4_normal_nh.binvox	17680	1.6082800026207686	780
../Stoyan2004/polytope9_normal_nh.binvox	40811	7.329543774683471	785
../Stoyan2004/polytope10_normal_nh.binvox	18116	9.823106195042321	786
../Stoyan2004/polytope5_normal_nh.binvox	5972	1001.836036156232	781
../Stoyan2004/polytope3_normal_nh.binvox	35455	3.225616058401356	779
../Stoyan2004/polytope10_normal_nh.binvox	18116	952.2406995244553	786
../Stoyan2004/polytope1_normal_nh.binvox	91920	8.307457940806271	777
../Stoyan2004/polytope3_normal_nh.binvox	35455	8.619992689635769	779
../Stoyan2004/polytope8_normal_nh.binvox	41610	3.5001484825325084	784
../Stoyan2004/polytope5_normal_nh.binvox	5972	3.78057858344442	781
../Stoyan2004/polytope5_normal_nh.binvox	5972	8.411717628883949	781
../Stoyan2004/polytope5_normal_nh.binvox	5972	974.0684078507868	781
../Stoyan2004/polytope4_normal_nh.binvox	17680	1075.6886735783676	780
../Stoyan2004/polytope1_normal_nh.binvox	91920	2.1172019692654676	777
../Stoyan2004/polytope8_normal_nh.binvox	41610	964.9510264947321	784
../Stoyan2004/polytope7_normal_nh.binvox	10204	1.3565373500817919	783
../Stoyan2004/polytope10_normal_nh.binvox	18116	1089.3477374971114	786
../Stoyan2004/polytope3_normal_nh.binvox	35455	7.944912061760051	779
../Stoyan2004/polytope9_normal_nh.binvox	40811	3.6837967085654593	785
../Stoyan2004/polytope9_normal_nh.binvox	40811	4.146011387281704	785
../Stoyan2004/polytope6_normal_nh.binvox	31586	9.098231522686524	782
../Stoyan2004/polytope6_normal_nh.binvox	31586	7.04614856672509	782
../Stoyan2004/polytope2_normal_nh.binvox	54769	6.51580878007657	778
../Stoyan2004/polytope2_normal_nh.binvox	54769	975.4227097716844	778
../Stoyan2004/polytope2_normal_nh.binvox	54769	6.4871739036584914	778
../Stoyan2004/polytope7_normal_nh.binvox	10204	9.166248602418802	783
../Stoyan2004/polytope6_normal_nh.binvox	31586	5.706384625048799	782
../Stoyan2004/polytope7_normal_nh.binvox	10204	5.174492844420808	783
../Stoyan2004/polytope10_normal_nh.binvox	18116	3.2022658655426097	786
../Stoyan2004/polytope4_normal_nh.binvox	17680	9.457082605445365	780
../Stoyan2004/polytope3_normal_nh.binvox	35455	1020.5491091009766	779
../Stoyan2004/polytope8_normal_nh.binvox	41610	985.5789027073531	784
../Stoyan2004/polytope2_normal_nh.binvox	54769	8.564281293609643	778
../Stoyan2004/polytope2_normal_nh.binvox	54769	1.9261354203940337	778
../Stoyan2004/polytope4_normal_nh.binvox	17680	4.067055029681711	780
