cylinder	(174, 174, 174)	999999	1
../Stoyan2005/stoyan1_normal_nh.binvox	124443	1035.428355438398	777
../Stoyan2005/stoyan2_normal_nh.binvox	61282	6.011972395201017	778
../Stoyan2005/stoyan4_normal_nh.binvox	91298	902.3481286922345	780
../Stoyan2005/stoyan1_normal_nh.binvox	124443	4.905122481910254	777
../Stoyan2005/stoyan5_normal_nh.binvox	101560	932.0894764369527	781
../Stoyan2005/stoyan4_normal_nh.binvox	91298	8.03840788550698	780
../Stoyan2005/stoyan6_normal_nh.binvox	107012	2.496328346672149	782
../Stoyan2005/stoyan3_normal_nh.binvox	86265	8.049889214951527	779
../Stoyan2005/stoyan6_normal_nh.binvox	107012	4.694345605882544	782
../Stoyan2005/stoyan2_normal_nh.binvox	61282	3.0891117470911778	778
../Stoyan2005/stoyan5_normal_nh.binvox	101560	3.8765622711393437	781
../Stoyan2005/stoyan5_normal_nh.binvox	101560	1097.007190461528	781
../Stoyan2005/stoyan3_normal_nh.binvox	86265	7.5206223799873175	779
../Stoyan2005/stoyan4_normal_nh.binvox	91298	1050.1818470586668	780
../Stoyan2005/stoyan2_normal_nh.binvox	61282	8.948596121547133	778
../Stoyan2005/stoyan4_normal_nh.binvox	91298	5.393666211776241	780
../Stoyan2005/stoyan2_normal_nh.binvox	61282	7.051572926251186	778
../Stoyan2005/stoyan7_normal_nh.binvox	144000	9.505939771185396	783
../Stoyan2005/stoyan3_normal_nh.binvox	86265	3.9925721402991745	779
../Stoyan2005/stoyan3_normal_nh.binvox	86265	6.448675147126653	779
../Stoyan2005/stoyan6_normal_nh.binvox	107012	8.039392297506923	782
../Stoyan2005/stoyan3_normal_nh.binvox	86265	7.5510158527052225	779
../Stoyan2005/stoyan5_normal_nh.binvox	101560	4.403367727569976	781
../Stoyan2005/stoyan7_normal_nh.binvox	144000	8.772832152232088	783
../Stoyan2005/stoyan3_normal_nh.binvox	86265	4.10691291915064	779
