cylinder	(174, 174, 174)	999999	1
../Stoyan2005/stoyan5_normal_nh.binvox	101560	1065.6924080097733	781
../Stoyan2005/stoyan2_normal_nh.binvox	61282	6.042142607085964	778
../Stoyan2005/stoyan5_normal_nh.binvox	101560	978.7980640756186	781
../Stoyan2005/stoyan2_normal_nh.binvox	61282	3.5388878459449318	778
../Stoyan2005/stoyan4_normal_nh.binvox	91298	6.658546709772837	780
../Stoyan2005/stoyan4_normal_nh.binvox	91298	8.147865146667208	780
../Stoyan2005/stoyan3_normal_nh.binvox	86265	8.585476052451416	779
../Stoyan2005/stoyan1_normal_nh.binvox	124443	922.6269189740985	777
../Stoyan2005/stoyan6_normal_nh.binvox	107012	5.098771760809574	782
../Stoyan2005/stoyan5_normal_nh.binvox	101560	2.752666257796517	781
../Stoyan2005/stoyan3_normal_nh.binvox	86265	6.860095134998255	779
../Stoyan2005/stoyan3_normal_nh.binvox	86265	4.97814228550695	779
../Stoyan2005/stoyan1_normal_nh.binvox	124443	9.43293094382001	777
../Stoyan2005/stoyan7_normal_nh.binvox	144000	2.2339646707270973	783
../Stoyan2005/stoyan4_normal_nh.binvox	91298	6.634215441953142	780
../Stoyan2005/stoyan4_normal_nh.binvox	91298	9.384575741827371	780
../Stoyan2005/stoyan3_normal_nh.binvox	86265	1007.4375466538925	779
../Stoyan2005/stoyan5_normal_nh.binvox	101560	9.845117383191964	781
../Stoyan2005/stoyan2_normal_nh.binvox	61282	1010.1400064217651	778
../Stoyan2005/stoyan7_normal_nh.binvox	144000	4.973296620253554	783
../Stoyan2005/stoyan6_normal_nh.binvox	107012	5.6377664882853775	782
../Stoyan2005/stoyan2_normal_nh.binvox	61282	4.158165320828629	778
../Stoyan2005/stoyan6_normal_nh.binvox	107012	2.4540037709050235	782
../Stoyan2005/stoyan3_normal_nh.binvox	86265	9.896295564843243	779
../Stoyan2005/stoyan3_normal_nh.binvox	86265	3.0687854856171755	779
