cylinder	(121, 121, 121)	999999	1
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	5.49560574284968	781
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	4.462551471360406	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	968.432269256237	790
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	9.951294085393084	777
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1.293013351514555	790
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	7.686005831671588	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	3.7945142834134717	780
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	1016.7790869710701	786
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	932.6356948138011	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	1023.3656682697002	791
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	3.511260600793356	783
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	4.698076946604882	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1057.792544982451	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	7.098706647254287	785
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	1055.7737957080813	788
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	2.434231265764982	778
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1.8302143567797102	783
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	7.8683160590250685	782
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	8.09882275318057	782
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	9.66857947318582	791
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	9.506024124522664	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	2.290265036281708	787
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	925.7958140945443	791
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	9.096157081330173	777
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	926.2017963958504	789
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	3.4274046820845854	779
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	4.353668945053483	785
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	7.441457855572364	780
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	958.1400224211117	789
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1.9529737618474776	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	7.3920844007832365	783
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	3.6889884077652084	777
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	1.1888866803603522	787
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	6.893852640166538	788
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	3.653060598797232	780
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	1.5184284532521723	786
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	930.7834205141841	788
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	4.850756222874097	781
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	2.993682050634532	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	6.2680898354265455	790
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	8.934741607074027	791
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	949.5899100154845	790
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	6.890566995757867	779
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	6.377575536421294	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	9.3727500999623	785
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	5.9928476908969275	784
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	9.56243916375807	780
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	4.616276377270438	784
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	2.5548666051321547	786
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	4.878558586992877	789
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	991.7777605341494	782
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1004.6635760144601	783
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	5.127827137210942	778
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	7.093233327210108	787
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	9.44060272170458	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	9.454614799197762	784
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	4.091949060809959	785
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	1081.8172931699296	782
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	940.0438577498342	787
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	6.812036950238513	779
