cylinder	(121, 121, 121)	2000	0.4
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	960.3381297404866	786
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	6.853970768941481	786
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	1.765416054711059	777
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	5.790487130253833	781
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	1.6368867844434327	780
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	4.200751347806366	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	6.504766451664771	778
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	1.4047272132387207	791
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	6.637640456325252	785
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	3.6370099600883155	785
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	2.240948418151122	784
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	4.102418793831406	782
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1009.3972855258041	783
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	1.5207225063340215	782
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	2.94958638711772	788
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	4.149865652016785	788
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	5.077137344479178	789
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1023.1155201081039	789
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	7.008403368270307	786
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	1.7838090168133969	782
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	7.0821949079395745	789
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	1.5780644451343475	779
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	4.362596559983943	783
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	5.975994437258055	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1.6084264446001217	790
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	6.981971720252278	788
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	1051.439837456334	780
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	6.818259261559248	790
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	6.122084544404542	785
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	1088.841823488155	787
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	9.621472107637357	777
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	9.144213119076777	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1068.4571153274178	785
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	8.701858015539171	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	5.857676792285108	780
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	2.9783640865283667	787
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	1047.6891111215152	779
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	9.48541081994553	783
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	9.651986619296073	780
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	1.517415531990757	777
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	979.4833907482848	791
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	7.6860254067238705	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1.092749787078046	778
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	8.329068871130124	788
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	6.399280290094365	778
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	2.9948109830283536	791
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	3.2338276288504093	790
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	2.761677663382053	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	1.6221273516475796	781
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	8.53291882776509	784
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	7.7235275416176075	787
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	3.304078944438545	778
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	3.272954305643967	782
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	7.955047815147922	790
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	7.702557769850007	779
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	2.1822613806905284	781
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1060.0666559125098	783
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	9.41169227334333	791
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	3.760118064286117	779
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	7.439255656181001	787
