cylinder	(121, 121, 121)	3000	0.2
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	9.232568213761457	781
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	5.307887463989247	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	3.6076178796992866	787
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	5.882535723690553	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	7.849709580188129	785
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	8.351247410975168	778
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	8.41046951290711	786
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	998.5429053473686	778
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	1.5918285683066844	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	7.7730727527541745	791
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	9.830968602395556	782
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	9.846327652961953	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	7.527458869147806	784
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	973.4579590283465	788
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	952.6180877902474	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	8.75869326353223	778
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	7.733305001198301	790
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	8.36723823024581	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	7.183354565762697	784
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	3.1646058980901444	787
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1.4726313441661631	789
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	4.666214207119362	782
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	3.209441928083252	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	6.112943138947093	780
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	2.3856967857712132	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	2.4260462536687606	783
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	5.263896690101932	783
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	9.105127343664796	788
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	3.9320933167287557	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	6.0573010275659405	787
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	923.3734720437914	790
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	4.063315501308461	781
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	4.066298148168189	779
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	950.4123499610953	780
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	1.9747108159589861	780
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	6.550742061103027	788
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	9.804331265001624	779
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	4.379368314591516	784
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	4.485624177142331	782
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	977.6077428915853	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	6.7736827999119456	781
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	6.5465244601355055	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	4.450256231482243	790
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	4.609430433587264	782
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	8.539565020734955	785
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	2.1213181671917205	779
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1002.2755986645893	783
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	3.588470280177866	777
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	3.518093421331397	786
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	3.8098880192013915	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1060.1350761650497	785
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	9.944872260336323	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	974.0037811050603	787
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	1009.2613948174755	786
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	5.710706488098729	791
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	8.129516278991094	789
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	7.4726900427676215	780
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	5.183295781881	785
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	4.275773878829051	783
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	5.70625726066656	790
