cube	(105, 105, 105)	4000	0.4
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	2.877474020443346	786
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	4.20447169523132	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	4.426212539003526	791
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	3.538588468421584	789
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	5.34987130610204	782
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	3.3971417782134643	790
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	4.32434253115299	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	4.744825223585705	783
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	916.4617802443375	780
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	1.731702732100609	791
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	1.3031143887886538	781
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	2.7799422168400496	784
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	5.619881435542301	786
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	7.708996044359124	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	3.0423010803403194	778
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	4.251163390808651	783
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	9.673098445463065	783
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	3.1290454756136405	784
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1025.83614394855	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	4.7673974514841655	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1.5137309246211519	790
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	6.330308013423726	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	5.331777798822239	785
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	2.0436289030426478	779
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	947.8099333823852	778
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	953.810491658419	788
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	1.255974159957094	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	7.171353499132071	787
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	9.436462746742539	777
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	9.670036802629712	780
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	1.774272827153279	781
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1067.683575550237	778
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1.652660182137784	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	5.029931227321983	785
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	1.2041508735029305	777
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	2.088461171432601	788
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	2.9602312567242697	780
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	2.706100529654679	790
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	985.9179781255217	786
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	6.14252495446007	787
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1028.7424566240709	783
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	7.612134240110198	787
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	3.544798504701279	782
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	1.2302606774977856	782
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	2.649273125291558	789
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	2.654946754911094	790
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	2.1923170967905277	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	8.18861709450173	791
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	3.85790158577138	788
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	7.4495887676344585	785
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	8.550186419338416	782
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	3.8079411169573048	784
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	1.471430341362687	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	4.302741594173595	785
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	8.002544070174597	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	2.01942428099384	780
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	8.511231545262444	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	6.572352371537111	787
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	8.393905098643234	781
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	1.8144711315074886	779
