cube	(157, 157, 157)	999999	1
../Stoyan2005/stoyan5_normal_nh.binvox	101560	7.908128732106561	781
../Stoyan2005/stoyan2_normal_nh.binvox	61282	3.1534365867983354	778
../Stoyan2005/stoyan3_normal_nh.binvox	86265	2.297132426349253	779
../Stoyan2005/stoyan3_normal_nh.binvox	86265	6.690113541531747	779
../Stoyan2005/stoyan5_normal_nh.binvox	101560	4.6752568542646085	781
../Stoyan2005/stoyan7_normal_nh.binvox	144000	1009.9807870127421	783
../Stoyan2005/stoyan4_normal_nh.binvox	91298	5.398736661754479	780
../Stoyan2005/stoyan2_normal_nh.binvox	61282	1073.6746955562687	778
../Stoyan2005/stoyan4_normal_nh.binvox	91298	7.918490522999379	780
../Stoyan2005/stoyan6_normal_nh.binvox	107012	3.5798976571243846	782
../Stoyan2005/stoyan7_normal_nh.binvox	144000	5.724642432731995	783
../Stoyan2005/stoyan1_normal_nh.binvox	124443	1026.8209737674194	777
../Stoyan2005/stoyan3_normal_nh.binvox	86265	961.7865146604789	779
../Stoyan2005/stoyan5_normal_nh.binvox	101560	2.0835180455679767	781
../Stoyan2005/stoyan2_normal_nh.binvox	61282	971.9455495767436	778
../Stoyan2005/stoyan3_normal_nh.binvox	86265	1.580725442600139	779
../Stoyan2005/stoyan6_normal_nh.binvox	107012	8.58814034259469	782
../Stoyan2005/stoyan1_normal_nh.binvox	124443	3.0602281228129637	777
../Stoyan2005/stoyan4_normal_nh.binvox	91298	1.2746491631937413	780
../Stoyan2005/stoyan3_normal_nh.binvox	86265	2.760080287085891	779
../Stoyan2005/stoyan3_normal_nh.binvox	86265	4.412725467883896	779
../Stoyan2005/stoyan5_normal_nh.binvox	101560	989.8767182525007	781
../Stoyan2005/stoyan4_normal_nh.binvox	91298	7.234882642365811	780
../Stoyan2005/stoyan2_normal_nh.binvox	61282	6.18089646263922	778
../Stoyan2005/stoyan6_normal_nh.binvox	107012	5.325827374507728	782
