cube	(16, 16, 16)	999999	1
../Shapes/Piece3.binvox	56	6.435833787209562	779
../Shapes/Piece0.binvox	240	1066.423388310826	780
../Shapes/Piece0.binvox	240	8.755083208938387	780
../Shapes/Piece0.binvox	240	5.541259570421393	780
../Shapes/Piece3.binvox	56	5.096818794619589	779
../Shapes/Piece2.binvox	180	1.4120073816863814	778
../Shapes/Piece0.binvox	240	4.933830364651265	780
../Shapes/Piece1.binvox	448	5.789804577492382	777
../Shapes/Piece0.binvox	240	1.887586265985031	780
../Shapes/Piece1.binvox	448	1012.4835731081226	777
../Shapes/Piece3.binvox	56	2.758659995611605	779
../Shapes/Piece2.binvox	180	1062.8627073423866	778
../Shapes/Piece3.binvox	56	9.26206747203417	779
../Shapes/Piece0.binvox	240	4.324922624300637	780
../Shapes/Piece1.binvox	448	3.402735804985338	777
../Shapes/Piece0.binvox	240	2.6233814136741125	780
../Shapes/Piece3.binvox	56	2.6116912746649805	779
../Shapes/Piece1.binvox	448	9.193531284652673	777
../Shapes/Piece0.binvox	240	4.431820649972325	780
../Shapes/Piece3.binvox	56	1045.203557975933	779
../Shapes/Piece0.binvox	240	7.928787925912461	780
../Shapes/Piece2.binvox	180	9.714862819185539	778
../Shapes/Piece1.binvox	448	2.5195842515128377	777
../Shapes/Piece2.binvox	180	9.158288362483704	778
../Shapes/Piece3.binvox	56	1.6714943767713608	779
../Shapes/Piece0.binvox	240	4.369292566783321	780
../Shapes/Piece0.binvox	240	6.479000941815116	780
../Shapes/Piece2.binvox	180	9.380485698727213	778
../Shapes/Piece3.binvox	56	941.7230173465583	779
../Shapes/Piece2.binvox	180	1060.9349957859831	778
../Shapes/Piece2.binvox	180	5.367644187028561	778
../Shapes/Piece3.binvox	56	7.519207008681202	779
../Shapes/Piece1.binvox	448	1.2925123068070183	777
../Shapes/Piece0.binvox	240	9.26666503009588	780
../Shapes/Piece3.binvox	56	9.530859135546981	779
../Shapes/Piece0.binvox	240	7.398574561440471	780
../Shapes/Piece0.binvox	240	9.079813806504122	780
../Shapes/Piece3.binvox	56	3.7881591931938443	779
../Shapes/Piece2.binvox	180	4.6592564066501	778
../Shapes/Piece0.binvox	240	5.339473501786439	780
../Shapes/Piece2.binvox	180	9.768001484439583	778
../Shapes/Piece1.binvox	448	7.092931918840317	777
../Shapes/Piece3.binvox	56	8.934612490910743	779
