cylinder	(142, 142, 142)	999999	1
../Liu2015/cube_b_normal_nh.binvox	22816	9.099768518709858	781
../Liu2015/arrow_b_normal_nh.binvox	63346	916.2320219470212	779
../Liu2015/arrow_b_normal_nh.binvox	63346	6.576946270440974	779
../Liu2015/cube_b_normal_nh.binvox	22816	5.760943875283227	781
../Liu2015/star_b_normal_nh.binvox	51796	2.815688442223252	780
../Liu2015/star_b_normal_nh.binvox	51796	4.606603630582323	780
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	4.193157586525455	777
../Liu2015/star_b_normal_nh.binvox	51796	3.9710535125403372	780
../Liu2015/ring_b_normal_nh.binvox	64515	7.247578860104358	778
../Liu2015/cube_b_normal_nh.binvox	22816	9.78250878662363	781
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	3.2376361290921536	777
../Liu2015/star_b_normal_nh.binvox	51796	5.867285046590271	780
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	7.781593994791455	777
../Liu2015/star_b_normal_nh.binvox	51796	1.4488253598202463	780
../Liu2015/cube_b_normal_nh.binvox	22816	1003.396440815975	781
../Liu2015/ring_b_normal_nh.binvox	64515	4.644121488239834	778
../Liu2015/cube_b_normal_nh.binvox	22816	1048.9771091231025	781
../Liu2015/arrow_b_normal_nh.binvox	63346	7.325287914099139	779
../Liu2015/cube_b_normal_nh.binvox	22816	6.1301494775199314	781
../Liu2015/cube_b_normal_nh.binvox	22816	905.5001951298138	781
../Liu2015/star_b_normal_nh.binvox	51796	7.936792900417282	780
../Liu2015/arrow_b_normal_nh.binvox	63346	5.461524996814971	779
../Liu2015/ring_b_normal_nh.binvox	64515	5.320510563084734	778
../Liu2015/ring_b_normal_nh.binvox	64515	1094.5439820967902	778
../Liu2015/arrow_b_normal_nh.binvox	63346	920.2376340793132	779
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	1.8494401406507164	777
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	7.539237746701892	777
../Liu2015/star_b_normal_nh.binvox	51796	7.499295733854447	780
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	9.589772201063832	777
../Liu2015/star_b_normal_nh.binvox	51796	1020.4242063612436	780
../Liu2015/cube_b_normal_nh.binvox	22816	7.182837589040047	781
../Liu2015/arrow_b_normal_nh.binvox	63346	5.904330426546945	779
../Liu2015/arrow_b_normal_nh.binvox	63346	5.693689186983637	779
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	911.5808453154388	777
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	1.7310741934203433	777
../Liu2015/arrow_b_normal_nh.binvox	63346	2.690900006637257	779
