cube	(16, 16, 16)	999999	1
../Shapes/Piece3.binvox	56	4.268478193191822	779
../Shapes/Piece1.binvox	448	6.2499306509503425	777
../Shapes/Piece3.binvox	56	3.3093685929077576	779
../Shapes/Piece0.binvox	240	5.90122478123156	780
../Shapes/Piece1.binvox	448	1.210164128124622	777
../Shapes/Piece1.binvox	448	1099.482503494174	777
../Shapes/Piece3.binvox	56	6.126749536346357	779
../Shapes/Piece3.binvox	56	1038.4047800498738	779
../Shapes/Piece0.binvox	240	985.1832970395512	780
../Shapes/Piece1.binvox	448	4.779136490275209	777
../Shapes/Piece0.binvox	240	2.68180022514147	780
../Shapes/Piece2.binvox	180	2.3086596852834305	778
../Shapes/Piece0.binvox	240	7.801503397581792	780
../Shapes/Piece3.binvox	56	3.8883015914721133	779
../Shapes/Piece2.binvox	180	8.607734474632826	778
../Shapes/Piece0.binvox	240	8.125959512214267	780
../Shapes/Piece2.binvox	180	1051.5857130424822	778
../Shapes/Piece2.binvox	180	1.2977659608301677	778
../Shapes/Piece0.binvox	240	9.487576022671377	780
../Shapes/Piece0.binvox	240	5.798650976784122	780
../Shapes/Piece1.binvox	448	6.1496671136240435	777
../Shapes/Piece3.binvox	56	3.159177045846649	779
../Shapes/Piece0.binvox	240	6.608916096555369	780
../Shapes/Piece2.binvox	180	2.913296070422682	778
../Shapes/Piece0.binvox	240	6.009640434127274	780
../Shapes/Piece1.binvox	448	1.7928174014494533	777
../Shapes/Piece2.binvox	180	937.42814867932	778
../Shapes/Piece1.binvox	448	1030.6877660783866	777
../Shapes/Piece0.binvox	240	6.263306451051649	780
../Shapes/Piece0.binvox	240	7.462543066871904	780
../Shapes/Piece3.binvox	56	7.915054051213406	779
../Shapes/Piece3.binvox	56	9.855255602638927	779
../Shapes/Piece0.binvox	240	8.40051072279619	780
../Shapes/Piece3.binvox	56	6.52856310469338	779
../Shapes/Piece0.binvox	240	1.1731097390695577	780
../Shapes/Piece2.binvox	180	3.897953714612187	778
../Shapes/Piece3.binvox	56	6.920220736325379	779
../Shapes/Piece0.binvox	240	916.9301136961845	780
../Shapes/Piece2.binvox	180	5.25013244111179	778
../Shapes/Piece3.binvox	56	8.850842895969752	779
../Shapes/Piece3.binvox	56	2.7699133245703913	779
../Shapes/Piece2.binvox	180	8.58849564744327	778
../Shapes/Piece0.binvox	240	8.563602608975803	780
