cube	(105, 105, 105)	4000	0.2
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	2.026719997635233	782
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	7.994657655692501	777
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	9.075349906617655	777
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	5.363396807665108	786
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	3.565415348717328	786
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	5.086801280969544	777
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	8.21490223487412	781
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	6.798005232376265	786
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	5.412138093862473	787
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1000.467697982341	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	4.481868821771342	783
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	2.2758531050311572	789
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	2.5842322258595796	784
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	6.367409042227547	782
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	6.555076553767329	788
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	9.339844911132838	778
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	5.773371054078671	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	4.341188144938901	791
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	2.022278889450966	784
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	4.328681063155252	785
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	7.619954365210371	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	7.887914469253108	781
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	5.863701073299713	791
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	947.0669922757086	784
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	1029.9090517631655	780
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	1025.8991864880652	791
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	5.6766399032524015	777
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	3.230834064693485	787
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	4.87584538577317	780
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	6.420219751433212	788
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	7.281901012276476	782
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	8.323116447377256	782
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	8.102698961817037	783
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	1086.7170677836148	780
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	8.655513678224928	785
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	5.722766094962907	788
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	996.6374419812657	790
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	3.7896273642829374	779
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	6.087427387610157	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	8.943113765688938	787
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	3.130746211874527	789
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	6.606385478066208	787
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	9.836006688074285	783
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	2.388067152888527	784
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	5.366897139645307	779
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	9.482363640861276	779
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	6.486111509583157	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	3.4036804417332975	785
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	913.5187107527244	783
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	7.022866581501835	785
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	8.885012274413423	790
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	935.0607248588062	781
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	9.099128658593958	780
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	982.4173155780414	786
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1.1046078748285701	778
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1016.6951461418492	790
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	5.099330575518252	778
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	907.9228437758034	790
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	2.6864261663749347	781
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	1079.4916167632903	791
