cylinder	(121, 121, 121)	4000	0.4
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	7.594471481957836	782
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	5.449342545223304	777
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	3.741608799889872	777
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	3.5838568927153744	786
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	7.726374073865334	786
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	2.444400414487771	777
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	960.536899328267	781
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	9.673358398578463	786
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	6.113031583880833	787
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	975.4227097716844	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	4.500592890128919	783
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	6.51580878007657	789
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	1032.4989108103844	784
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	2.239532789970056	782
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	6.4871739036584914	788
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	5.515936588333658	778
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	3.5119296767305173	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	6.058414614970057	791
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	9.47656333000295	784
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1090.4011157370196	785
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	7.944912061760051	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	1092.09630798022	781
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	4.067055029681711	791
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	5.286752883311668	784
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	5.125006789623726	780
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	1.6082800026207686	791
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	9.747683386466878	777
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	1.7516551761784211	787
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	1097.8944069843456	780
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	1002.9882065070349	788
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	9.015226233616792	782
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	3.0801491736779485	782
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	7.2979054103936125	783
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	2.3266729790943943	780
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1022.0877163681015	785
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	1.9261354203940337	788
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	3.225616058401356	790
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	3.6674971141484125	779
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	8.564281293609643	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	8.307457940806271	787
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	9.699051393888642	789
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	2.1172019692654676	787
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	4.337578136291049	783
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	8.409165798894787	784
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	1027.7091466125958	779
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	7.47795733981978	779
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	3.845332693481577	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1.0964618160576927	785
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	994.3633076472757	783
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	937.9117436782092	785
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1075.6886735783676	790
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	993.4434989247545	781
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	8.520691839775367	780
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	1.450037792866173	786
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	4.904966439684972	778
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1020.5491091009766	790
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	900.6982547714979	778
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	8.619992689635769	790
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	5.982680429498848	781
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	9.457082605445365	791
