cylinder	(19, 19, 19)	999999	1
../Shapes/Piece3.binvox	56	5.610251595848454	779
../Shapes/Piece0.binvox	240	906.391913313372	780
../Shapes/Piece2.binvox	180	949.4599224899248	778
../Shapes/Piece0.binvox	240	4.461357388697482	780
../Shapes/Piece2.binvox	180	938.6780938254092	778
../Shapes/Piece1.binvox	448	3.7912242994175536	777
../Shapes/Piece1.binvox	448	6.218741135309393	777
../Shapes/Piece0.binvox	240	5.604475954105917	780
../Shapes/Piece1.binvox	448	1052.1487353932998	777
../Shapes/Piece0.binvox	240	8.504681411816799	780
../Shapes/Piece2.binvox	180	6.869250164361928	778
../Shapes/Piece0.binvox	240	2.8536922631169492	780
../Shapes/Piece3.binvox	56	6.505065522098681	779
../Shapes/Piece0.binvox	240	980.2768284301947	780
../Shapes/Piece3.binvox	56	7.650652541493042	779
../Shapes/Piece2.binvox	180	9.626680649288264	778
../Shapes/Piece3.binvox	56	4.061348925000785	779
../Shapes/Piece0.binvox	240	2.5192707497936513	780
../Shapes/Piece2.binvox	180	9.48097334921888	778
../Shapes/Piece3.binvox	56	7.634594540410792	779
../Shapes/Piece0.binvox	240	946.0450574429277	780
../Shapes/Piece2.binvox	180	9.072481345838487	778
../Shapes/Piece1.binvox	448	9.986672239359567	777
../Shapes/Piece2.binvox	180	9.777819737341842	778
../Shapes/Piece3.binvox	56	3.7628528807257764	779
../Shapes/Piece3.binvox	56	4.127802531856419	779
../Shapes/Piece0.binvox	240	8.804030269303233	780
../Shapes/Piece3.binvox	56	7.922440025713906	779
../Shapes/Piece0.binvox	240	5.7091462735768275	780
../Shapes/Piece0.binvox	240	7.253397507492045	780
../Shapes/Piece3.binvox	56	2.0788975535595546	779
../Shapes/Piece1.binvox	448	3.1488830174652627	777
../Shapes/Piece3.binvox	56	3.113260009975564	779
../Shapes/Piece2.binvox	180	9.589445367579202	778
../Shapes/Piece3.binvox	56	2.383345005099209	779
../Shapes/Piece1.binvox	448	3.728199712907125	777
../Shapes/Piece1.binvox	448	7.952556361273797	777
../Shapes/Piece0.binvox	240	1023.2562741549061	780
../Shapes/Piece0.binvox	240	4.737597597946694	780
../Shapes/Piece0.binvox	240	4.995450921856789	780
../Shapes/Piece2.binvox	180	9.437840830504218	778
../Shapes/Piece0.binvox	240	1.8134226353584877	780
../Shapes/Piece3.binvox	56	3.6220549635511845	779
