cylinder	(121, 121, 121)	3000	0.4
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	3.841190013184123	786
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	6.41786996533093	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	2.704485266316707	791
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	5.111955985897442	789
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	1095.7474383412632	782
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	9.420885586487284	790
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	4.411289907561644	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	7.7439907723702825	783
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	9.354758556419133	780
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	5.83055829122834	791
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	5.812240864521751	781
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	2.2730703665886973	784
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	9.741628506020868	786
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	6.866045616474794	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	9.857931335132054	778
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	6.041393490613615	783
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	9.286605766754928	783
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	6.72860572047897	784
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1056.985718658692	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	9.463106831054949	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	5.644605336922685	790
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	8.604158908877803	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1025.8778334989277	785
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	6.691353345498528	779
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1038.157949167553	778
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	4.266590388341837	788
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	9.08537986239349	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	5.525038297724854	787
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	8.686697097395413	777
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	7.542273640928634	780
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	1005.9986939483542	781
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	6.438320399072774	778
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	5.8475839825252445	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	4.734749328823495	785
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	930.6570461753893	777
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	4.996085877951676	788
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	4.605187797851823	780
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	9.043513357646864	790
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	7.406360823324366	786
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	937.6791241888574	787
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	8.87180410332614	783
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	8.602722963990743	787
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	6.105863520561824	782
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	9.73645533749421	782
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	5.739245999320961	789
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	3.780342767462934	790
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	9.471062915639164	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	1.8770923213729676	791
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	9.313653278799132	788
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	5.76632283862901	785
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	2.670178251722079	782
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	7.479785423959161	784
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	9.48986368621101	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	9.27855971254849	785
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	944.0188215236732	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	1094.49245872477	780
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	923.1278559952245	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	8.440991506549835	787
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	5.551634532845863	781
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	9.72444467629977	779
