cube	(101, 101, 101)	999999	1
../Liu2015/arrow_b_normal_nh.binvox	63346	3.713851198294608	779
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	5.330114432185921	777
../Liu2015/star_b_normal_nh.binvox	51796	993.9892105992482	780
../Liu2015/cube_b_normal_nh.binvox	22816	5.493151652056834	781
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	1033.7397700061692	777
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	5.969916671774889	777
../Liu2015/star_b_normal_nh.binvox	51796	7.427396300240409	780
../Liu2015/cube_b_normal_nh.binvox	22816	3.846033659580947	781
../Liu2015/arrow_b_normal_nh.binvox	63346	8.787848585152963	779
../Liu2015/ring_b_normal_nh.binvox	64515	8.200950550358954	778
../Liu2015/star_b_normal_nh.binvox	51796	3.9726604263298424	780
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	7.631749516017665	777
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	6.944780420915697	777
../Liu2015/star_b_normal_nh.binvox	51796	6.785909212764471	780
../Liu2015/arrow_b_normal_nh.binvox	63346	2.6190938574869813	779
../Liu2015/cube_b_normal_nh.binvox	22816	6.37365590456098	781
../Liu2015/cube_b_normal_nh.binvox	22816	6.879033418946028	781
../Liu2015/arrow_b_normal_nh.binvox	63346	1010.3032147345607	779
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	4.625369735549697	777
../Liu2015/star_b_normal_nh.binvox	51796	2.6135907532929217	780
../Liu2015/ring_b_normal_nh.binvox	64515	6.819325887795508	778
../Liu2015/star_b_normal_nh.binvox	51796	2.607128304471374	780
../Liu2015/cube_b_normal_nh.binvox	22816	1.9339853326698284	781
../Liu2015/cube_b_normal_nh.binvox	22816	1068.1753370725762	781
../Liu2015/cube_b_normal_nh.binvox	22816	1069.2866439808572	781
../Liu2015/arrow_b_normal_nh.binvox	63346	7.9194907795892835	779
../Liu2015/star_b_normal_nh.binvox	51796	3.329499286182492	780
../Liu2015/ring_b_normal_nh.binvox	64515	3.2614697675515036	778
../Liu2015/arrow_b_normal_nh.binvox	63346	1030.724042641178	779
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	9.456409807559483	777
../Liu2015/cube_b_normal_nh.binvox	22816	938.3529619123076	781
../Liu2015/star_b_normal_nh.binvox	51796	8.863928967599609	780
../Liu2015/tetrahedron_b_normal_nh.binvox	67589	5.918182944797913	777
../Liu2015/arrow_b_normal_nh.binvox	63346	9.373997547667559	779
../Liu2015/arrow_b_normal_nh.binvox	63346	5.333341026978028	779
../Liu2015/ring_b_normal_nh.binvox	64515	5.422244578875961	778
