cube	(16, 16, 16)	999999	1
../Shapes/Piece3.binvox	56	8.673817348407942	779
../Shapes/Piece1.binvox	448	1056.8930740906035	777
../Shapes/Piece3.binvox	56	1047.7582141499627	779
../Shapes/Piece0.binvox	240	1.9686217998268642	780
../Shapes/Piece1.binvox	448	3.9796501301491243	777
../Shapes/Piece1.binvox	448	8.840058168961026	777
../Shapes/Piece3.binvox	56	910.2839165069697	779
../Shapes/Piece3.binvox	56	1.9627127760955954	779
../Shapes/Piece0.binvox	240	4.312872777501122	780
../Shapes/Piece1.binvox	448	1.5256668344133117	777
../Shapes/Piece0.binvox	240	2.027686558893778	780
../Shapes/Piece2.binvox	180	4.919027660071059	778
../Shapes/Piece0.binvox	240	5.514240995374034	780
../Shapes/Piece3.binvox	56	5.501250121562873	779
../Shapes/Piece2.binvox	180	9.115331797191038	778
../Shapes/Piece0.binvox	240	920.6049416599601	780
../Shapes/Piece2.binvox	180	8.222980910243594	778
../Shapes/Piece2.binvox	180	7.820769806531037	778
../Shapes/Piece0.binvox	240	1.011922034459436	780
../Shapes/Piece0.binvox	240	9.30779558564273	780
../Shapes/Piece1.binvox	448	2.869164940313928	777
../Shapes/Piece3.binvox	56	1063.639740095109	779
../Shapes/Piece0.binvox	240	4.710331276707448	780
../Shapes/Piece2.binvox	180	973.3716403473645	778
../Shapes/Piece0.binvox	240	9.090612923849493	780
../Shapes/Piece1.binvox	448	9.113401989810026	777
../Shapes/Piece2.binvox	180	2.353181235366171	778
../Shapes/Piece1.binvox	448	5.2310641036195955	777
../Shapes/Piece0.binvox	240	957.1056198404065	780
../Shapes/Piece0.binvox	240	9.780215542759386	780
../Shapes/Piece3.binvox	56	1077.9796307901565	779
../Shapes/Piece3.binvox	56	1.086675555547944	779
../Shapes/Piece0.binvox	240	9.161204767992817	780
../Shapes/Piece3.binvox	56	3.6083294746544152	779
../Shapes/Piece0.binvox	240	1061.4144986405408	780
../Shapes/Piece2.binvox	180	2.7818172165169504	778
../Shapes/Piece3.binvox	56	9.31538386741479	779
../Shapes/Piece0.binvox	240	9.142106380855799	780
../Shapes/Piece2.binvox	180	6.05171920536344	778
../Shapes/Piece3.binvox	56	1.6991256714246705	779
../Shapes/Piece3.binvox	56	1.369272200856713	779
../Shapes/Piece2.binvox	180	5.778017936563066	778
../Shapes/Piece0.binvox	240	3.1057537099467583	780
