cylinder	(180, 180, 180)	999999	1
../Stoyan2004/polytope2_normal_nh.binvox	54769	940.7607387405282	778
../Stoyan2004/polytope6_normal_nh.binvox	31586	4.6704991602075925	782
../Stoyan2004/polytope5_normal_nh.binvox	5972	6.8930771638508475	781
../Stoyan2004/polytope9_normal_nh.binvox	40811	3.451850324173223	785
../Stoyan2004/polytope2_normal_nh.binvox	54769	6.131349289743545	778
../Stoyan2004/polytope8_normal_nh.binvox	41610	9.085562382503314	784
../Stoyan2004/polytope3_normal_nh.binvox	35455	7.1382268716761335	779
../Stoyan2004/polytope10_normal_nh.binvox	18116	5.674998868136614	786
../Stoyan2004/polytope10_normal_nh.binvox	18116	1017.9745020345588	786
../Stoyan2004/polytope4_normal_nh.binvox	17680	9.20722830723059	780
../Stoyan2004/polytope6_normal_nh.binvox	31586	4.422801286504486	782
../Stoyan2004/polytope3_normal_nh.binvox	35455	1.7959937864507447	779
../Stoyan2004/polytope9_normal_nh.binvox	40811	9.67331372261284	785
../Stoyan2004/polytope7_normal_nh.binvox	10204	9.376158316418842	783
../Stoyan2004/polytope8_normal_nh.binvox	41610	1.503507070208264	784
../Stoyan2004/polytope4_normal_nh.binvox	17680	7.6587174832022145	780
../Stoyan2004/polytope8_normal_nh.binvox	41610	8.73871623536362	784
../Stoyan2004/polytope6_normal_nh.binvox	31586	8.411064042808448	782
../Stoyan2004/polytope7_normal_nh.binvox	10204	5.08746726317362	783
../Stoyan2004/polytope9_normal_nh.binvox	40811	1.532506680383277	785
../Stoyan2004/polytope5_normal_nh.binvox	5972	6.249437799206839	781
../Stoyan2004/polytope1_normal_nh.binvox	91920	8.868986653845736	777
../Stoyan2004/polytope1_normal_nh.binvox	91920	8.568993925958194	777
../Stoyan2004/polytope1_normal_nh.binvox	91920	5.4562008171300524	777
../Stoyan2004/polytope2_normal_nh.binvox	54769	4.8859826001955415	778
../Stoyan2004/polytope5_normal_nh.binvox	5972	7.927056942334495	781
../Stoyan2004/polytope10_normal_nh.binvox	18116	4.308258665257791	786
../Stoyan2004/polytope3_normal_nh.binvox	35455	2.973510822392957	779
../Stoyan2004/polytope7_normal_nh.binvox	10204	3.52096025230515	783
../Stoyan2004/polytope4_normal_nh.binvox	17680	8.881463244868165	780
