cube	(105, 105, 105)	4000	0.3
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	1047.7582141499627	781
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	1.6991256714246705	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1.9601174900543916	790
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	3.9796501301491243	777
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	9.11786488597627	790
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	5.514240995374034	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	8.222980910243594	780
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	9.780215542759386	786
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	7.820769806531037	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	4.950642741746045	791
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1.369272200856713	783
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	9.090612923849493	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	5.2310641036195955	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	2.027686558893778	785
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	995.2169132232924	788
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1.5256668344133117	778
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1.9627127760955954	783
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	910.2839165069697	782
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	1063.639740095109	782
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	4.789449687448206	791
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	999.4397441116741	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	4.312872777501122	787
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	1.64611778312459	791
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	1056.8930740906035	777
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	8.427526642512149	789
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	5.778017936563066	779
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	9.30779558564273	785
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	9.115331797191038	780
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	7.571137395283083	789
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	5.959175529783107	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	8.673817348407942	783
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	8.840058168961026	777
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	957.1056198404065	787
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	9.83981820293935	788
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	4.919027660071059	780
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	9.142106380855799	786
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	942.8331121388244	788
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	5.501250121562873	781
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	3.6083294746544152	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	2.758136606042684	790
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	6.945405434971686	791
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1.3675458459188716	790
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	973.3716403473645	779
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	2.7818172165169504	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1.011922034459436	785
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	920.6049416599601	784
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	2.353181235366171	780
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	1.9686217998268642	784
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	4.710331276707448	786
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	5.742377985597408	789
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	1077.9796307901565	782
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1.086675555547944	783
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	9.113401989810026	778
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	982.9123156772346	787
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	2.869164940313928	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	1061.4144986405408	784
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	9.161204767992817	785
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	9.31538386741479	782
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	3.1057537099467583	787
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	6.05171920536344	779
