cylinder	(121, 121, 121)	2000	0.3
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	7.499780741270797	781
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	8.554193999376704	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	954.9122061183944	787
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	6.724147919395238	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	2.9638903191355483	785
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	3.4965943000246122	778
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	9.37960549304528	786
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	6.595152097998156	778
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	979.7156791066442	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	7.0015468378719365	791
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	8.244833386934559	782
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	1018.127745059248	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	4.0833867957195356	784
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	3.114396965590512	788
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	9.082834937524769	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	8.078239612671762	778
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	9.573744734027368	790
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	9.42276813455302	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	7.65113235389232	784
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	7.945336381269944	787
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	956.6927853955056	789
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	9.533494064411876	782
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	9.219300703944931	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	3.660954665910905	780
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1028.6788615038072	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	9.161037065907237	783
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	3.1372265425845045	783
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	914.2178802913729	788
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	3.7550128351193224	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	995.6234074653935	787
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	6.300374731868444	790
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	8.167015865163592	781
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	9.018031231714684	779
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	964.3832676810672	780
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	5.776529451720158	780
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	920.3258704118377	788
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	7.327325491339313	779
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	7.927661809155005	784
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	8.804372392033665	782
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	963.9052170987258	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	9.735980100991423	781
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	9.935118019039432	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	6.829482395204446	790
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	1.5411332198978762	782
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	9.901357514201358	785
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	2.945514563375897	779
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	9.382356761892513	783
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	6.365479169686587	777
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	1045.8071064906019	786
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	2.6680300318096664	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1031.286959889585	785
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	3.301971651842139	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	2.7768416918321632	787
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	904.8896088032909	786
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	3.926068673981172	791
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	8.828385700264636	789
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	7.964939634315711	780
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1035.9264698968925	785
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	7.343418470993789	783
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	944.0459468555987	790
