cylinder	(121, 121, 121)	999999	1
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	6.30261634278399	788
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	1052.0837977778453	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	7.778726210895256	791
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	3.89720691846926	778
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	9.064342376454862	783
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	6.622638598052105	782
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	1.5722228903310151	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	6.597437059765676	780
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	997.7955596588288	786
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	4.084834803978827	778
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	8.60998363685082	791
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	1046.2045059951301	777
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	1.9036604478964878	782
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	907.3494570977103	783
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	975.2653872309911	782
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	1065.0222973381979	787
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	8.216975628482558	778
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1075.7270437675702	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	7.0600810547608335	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	7.86634653958641	790
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	8.757956171010912	788
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	971.2937851428308	789
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	8.297364675031528	779
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1.9349605258902804	785
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	6.953959710373695	786
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1088.711011548071	785
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	1.1678241447510007	780
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	6.036387574923255	784
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	960.6257323026465	784
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	8.032562260411167	781
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	6.416018755488319	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	4.1245483281692845	785
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	4.544646849713852	790
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	1015.4952745535243	779
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	7.835784524696002	787
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	6.240119730643445	784
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	5.900633050242345	787
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	3.6288713105121406	777
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	7.960406146663112	788
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	7.913366287911058	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	6.981060192649216	781
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	1009.5839620157408	791
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1063.4643903690246	790
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1.294748041160437	783
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	8.283383312005377	780
