cube	(105, 105, 105)	4000	0.3
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	8.874335745728317	781
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	4.786052740135318	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	4.062119418380386	787
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	5.371515368629889	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	6.746970431267644	785
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1047.8565412574887	778
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	8.317266320438343	786
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	4.805624450618944	778
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	4.330014180049504	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	2.146177484044332	791
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	3.95882838974281	782
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	2.020590899539959	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	1.724875454519091	784
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	3.820069247160334	788
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	7.342249506800482	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	4.1827461792915255	778
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	7.964576847688754	790
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	1.993281051365392	777
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	4.7258499877246996	784
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	4.715571188202422	787
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	6.6049112149567994	789
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	5.333094213680779	782
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	2.2440315452553303	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	8.120965798116725	780
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	8.60383008145131	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1010.0458201092492	783
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	8.732670882178342	783
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	5.779182842849336	788
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	5.416319130163698	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	1054.9355186434736	787
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	9.007309529474947	790
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	6.064668677588119	781
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	3.769279899144511	779
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	7.551068242291979	780
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	9.941472976510296	780
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	5.605062716891288	788
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	1078.5007342800832	779
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	2.6030887755673255	784
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	979.0942365712232	782
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	3.279755159115403	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	6.615199630593748	781
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	3.583329823427417	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	955.8061411408108	790
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	9.031956691327114	782
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1.5062976458951345	785
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	7.705532135681283	779
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	2.1470061105081206	783
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	5.256180309325926	777
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	2.607293341803145	786
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	2.379336278343483	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	9.363033443064232	785
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	6.779827118673771	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	1038.0874131431153	787
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	9.929232347041564	786
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	924.9484326060837	791
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	6.820785717873724	789
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	8.227075916511478	780
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	1091.0848104603433	785
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	902.8485402528738	783
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	6.400060616425158	790
