cylinder	(121, 121, 121)	2000	0.2
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	7.413207015537624	786
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	8.77881616177544	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	982.2745670225864	791
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1.218738587946325	789
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	3.9575869053946193	782
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1.6431339659081554	790
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	6.812380712812045	789
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	990.1476622127813	783
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	9.144207320592542	780
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	6.791589395457656	791
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	2.2497286106422347	781
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	3.006797174789333	784
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	5.837887846868595	786
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	4.054784690101314	784
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	1042.6497726333107	778
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	1008.495356628101	783
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	3.4265002109924896	783
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	970.9767654927051	784
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	1010.4241147863539	789
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	7.988585775721827	781
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	2.726159395145244	790
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	9.996207178941052	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	7.229640368045329	785
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	1009.9403976762525	779
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	991.5596867674884	778
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	7.726716106414829	788
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	7.088737461150116	788
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	5.660236140157322	787
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	8.786202039910652	777
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	6.3391673405537246	780
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	4.712531956227391	781
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	6.819577540963757	778
../Merged/merged_normal/stoyan2_normal_nh.binvox	19722	7.030490817790417	778
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	9.439957046790573	785
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	2.6516138660140487	777
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	6.89942980441606	788
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	5.166919416794945	780
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	1098.716706827648	790
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	3.5340690158178845	786
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	942.8268894423476	787
../Merged/merged_normal/stoyan7_normal_nh.binvox	44472	5.064833783546212	783
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	6.135285589102104	787
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	2.965681180626837	782
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	2.441081122229146	782
../Merged/merged_normal/part6_big_normal_nh.binvox	3776	4.917312394536092	789
../Merged/merged_normal/stick2_big_normal_nh.binvox	3072	5.498941782261139	790
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	8.742398206873737	779
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	3.0707385396242106	791
../Merged/merged_normal/part5_big_normal_nh.binvox	2415	4.802097701600653	788
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	7.167602533917467	785
../Merged/merged_normal/stoyan6_normal_nh.binvox	32970	4.017449054468312	782
../Merged/merged_normal/block1_big_normal_nh.binvox	55296	9.151385945741195	784
../Merged/merged_normal/stoyan1_normal_nh.binvox	38370	1065.0410382958198	777
../Merged/merged_normal/part2_big_normal_nh.binvox	42303	6.040217612347411	785
../Merged/merged_normal/part3_big_normal_nh.binvox	5088	7.611243858671765	786
../Merged/merged_normal/stoyan4_normal_nh.binvox	27662	4.855427509798031	780
../Merged/merged_normal/thin_big_normal_nh.binvox	22872	4.3162587106229	791
../Merged/merged_normal/part4_big_normal_nh.binvox	36144	1022.1326934753299	787
../Merged/merged_normal/stoyan5_normal_nh.binvox	30940	5.475870123190265	781
../Merged/merged_normal/stoyan3_normal_nh.binvox	26244	2.915362655301165	779
