cylinder	(174, 174, 174)	999999	1
../Stoyan2005/stoyan1_normal_nh.binvox	124443	2.8904721382501695	777
../Stoyan2005/stoyan5_normal_nh.binvox	101560	6.94768799741884	781
../Stoyan2005/stoyan4_normal_nh.binvox	91298	7.909703665522967	780
../Stoyan2005/stoyan7_normal_nh.binvox	144000	1012.5388688500705	783
../Stoyan2005/stoyan2_normal_nh.binvox	61282	8.548124392929768	778
../Stoyan2005/stoyan6_normal_nh.binvox	107012	7.367582719421548	782
../Stoyan2005/stoyan5_normal_nh.binvox	101560	7.829005805368106	781
../Stoyan2005/stoyan5_normal_nh.binvox	101560	1045.3681001167554	781
../Stoyan2005/stoyan7_normal_nh.binvox	144000	1091.632561920667	783
../Stoyan2005/stoyan6_normal_nh.binvox	107012	7.601331613616408	782
../Stoyan2005/stoyan3_normal_nh.binvox	86265	1003.1718892866813	779
../Stoyan2005/stoyan7_normal_nh.binvox	144000	917.4706864987164	783
