Dataset,Algorithm,ContainerShape,BinSizeFactor,Evaluation,NestingStrategy,Selection_range,Seed,Time,Best_BinsUsed,Best_U,Best_U_star,Ori_BinsUsed,Ori_U,Ori_U_star,NoOverlap,ContainerVolume,ImageName
Merged1_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,13,755.6845464,1,0.338059389,0.338059389,2,0.169029694,0.301516467,TRUE,1157625,Merged1_normal_SCH_cube_F1.1_S13_minimum_bb_volume_ maximum connected space _bottom.png
Merged1_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,19,847.7301402,1,0.338059389,0.338059389,1,0.338059389,0.338059389,TRUE,1157625,Merged1_normal_SCH_cube_F1.1_S19_minimum_bb_volume_ maximum connected space _bottom.png
Merged1_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,3,676.3567158,1,0.338059389,0.338059389,2,0.169029694,0.321022784,TRUE,1157625,Merged1_normal_SCH_cube_F1.1_S3_minimum_bb_volume_ maximum connected space _bottom.png
Merged1_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,53,788.312029,1,0.338059389,0.338059389,2,0.169029694,0.318301695,TRUE,1157625,Merged1_normal_SCH_cube_F1.1_S53_minimum_bb_volume_ maximum connected space _bottom.png
Merged1_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,7,834.4313812,1,0.338059389,0.338059389,2,0.169029694,0.318301695,TRUE,1157625,Merged1_normal_SCH_cube_F1.1_S7_minimum_bb_volume_ maximum connected space _bottom.png
Merged1_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,13,1881.766635,1,0.281264491,0.281264491,1,0.281264491,0.281264491,TRUE,1391380.756,Merged1_normal_SCH_cylinder_F1.1_S13_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged1_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,19,1891.545458,1,0.281264491,0.281264491,1,0.281264491,0.281264491,TRUE,1391380.756,Merged1_normal_SCH_cylinder_F1.1_S19_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged1_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,3,1782.313515,1,0.281264491,0.281264491,1,0.281264491,0.281264491,TRUE,1391380.756,Merged1_normal_SCH_cylinder_F1.1_S3_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged1_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,53,1954.905368,1,0.281264491,0.281264491,1,0.281264491,0.281264491,TRUE,1391380.756,Merged1_normal_SCH_cylinder_F1.1_S53_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged1_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,7,1942.341085,1,0.281264491,0.281264491,1,0.281264491,0.281264491,TRUE,1391380.756,Merged1_normal_SCH_cylinder_F1.1_S7_waste_overlap_distance_minimum volume of AABB_bottom_top.png
