Dataset,Algorithm,ContainerShape,BinSizeFactor,Evaluation,NestingStrategy,Selection_range,Seed,Time,Best_BinsUsed,Best_U,Best_U_star,Ori_BinsUsed,Ori_U,Ori_U_star,NoOverlap,ContainerVolume,ImageName
Merged5_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,13,2031.899787,5,0.338059389,0.417634813,5,0.338059389,0.390168664,TRUE,1157625,Merged5_normal_SCH_cube_F1.1_S13_minimum_bb_volume_ maximum connected space _bottom.png
Merged5_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,19,2006.985458,5,0.338059389,0.418315085,5,0.338059389,0.383483209,TRUE,1157625,Merged5_normal_SCH_cube_F1.1_S19_minimum_bb_volume_ maximum connected space _bottom.png
Merged5_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,3,2128.751208,4,0.422574236,0.430699924,5,0.338059389,0.395021272,TRUE,1157625,Merged5_normal_SCH_cube_F1.1_S3_minimum_bb_volume_ maximum connected space _bottom.png
Merged5_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,53,2047.271533,5,0.338059389,0.410514631,5,0.338059389,0.393573264,TRUE,1157625,Merged5_normal_SCH_cube_F1.1_S53_minimum_bb_volume_ maximum connected space _bottom.png
Merged5_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,7,2080.678461,5,0.338059389,0.417634813,5,0.338059389,0.393104848,TRUE,1157625,Merged5_normal_SCH_cube_F1.1_S7_minimum_bb_volume_ maximum connected space _bottom.png
Merged5_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,13,2788.880406,4,0.351580614,0.390574852,5,0.281264491,0.347471027,TRUE,1391380.756,Merged5_normal_SCH_cylinder_F1.1_S13_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged5_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,19,2696.066389,4,0.351580614,0.375359271,5,0.281264491,0.345086345,TRUE,1391380.756,Merged5_normal_SCH_cylinder_F1.1_S19_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged5_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,3,3000.688892,5,0.281264491,0.345086345,5,0.281264491,0.328656623,TRUE,1391380.756,Merged5_normal_SCH_cylinder_F1.1_S3_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged5_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,53,2558.657855,5,0.281264491,0.345656642,5,0.281264491,0.345656642,TRUE,1391380.756,Merged5_normal_SCH_cylinder_F1.1_S53_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged5_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,7,2475.490111,4,0.351580614,0.35888954,5,0.281264491,0.340976759,TRUE,1391380.756,Merged5_normal_SCH_cylinder_F1.1_S7_waste_overlap_distance_minimum volume of AABB_bottom_top.png
