Dataset,Algorithm,ContainerShape,BinSizeFactor,Evaluation,NestingStrategy,Selection_range,Seed,Time,Best_BinsUsed,Best_U,Best_U_star,Ori_BinsUsed,Ori_U,Ori_U_star,NoOverlap,ContainerVolume,ImageName
Merged4_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,13,1972.746503,4,0.338059389,0.411163949,4,0.338059389,0.388655797,TRUE,1157625,Merged4_normal_SCH_cube_F1.1_S13_minimum_bb_volume_ maximum connected space _bottom.png
Merged4_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,19,2008.523421,4,0.338059389,0.4289806,4,0.338059389,0.418737213,TRUE,1157625,Merged4_normal_SCH_cube_F1.1_S19_minimum_bb_volume_ maximum connected space _bottom.png
Merged4_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,3,2013.632179,4,0.338059389,0.422478494,4,0.338059389,0.372774142,TRUE,1157625,Merged4_normal_SCH_cube_F1.1_S3_minimum_bb_volume_ maximum connected space _bottom.png
Merged4_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,53,2009.154442,4,0.338059389,0.411453335,4,0.338059389,0.390363316,TRUE,1157625,Merged4_normal_SCH_cube_F1.1_S53_minimum_bb_volume_ maximum connected space _bottom.png
Merged4_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,7,2080.449132,4,0.338059389,0.42094691,4,0.338059389,0.383934636,TRUE,1157625,Merged4_normal_SCH_cube_F1.1_S7_minimum_bb_volume_ maximum connected space _bottom.png
Merged4_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,13,2294.145438,4,0.281264491,0.35622576,4,0.281264491,0.342087286,TRUE,1391380.756,Merged4_normal_SCH_cylinder_F1.1_S13_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged4_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,19,2488.286014,4,0.281264491,0.35622576,4,0.281264491,0.349598769,TRUE,1391380.756,Merged4_normal_SCH_cylinder_F1.1_S19_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged4_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,3,2389.308912,4,0.281264491,0.349634945,4,0.281264491,0.339500407,TRUE,1391380.756,Merged4_normal_SCH_cylinder_F1.1_S3_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged4_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,53,2274.490342,4,0.281264491,0.362127571,4,0.281264491,0.351993034,TRUE,1391380.756,Merged4_normal_SCH_cylinder_F1.1_S53_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged4_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,7,2384.572156,4,0.281264491,0.358885707,4,0.281264491,0.340092146,TRUE,1391380.756,Merged4_normal_SCH_cylinder_F1.1_S7_waste_overlap_distance_minimum volume of AABB_bottom_top.png
