Dataset,Algorithm,ContainerShape,BinSizeFactor,Evaluation,NestingStrategy,Selection_range,Seed,Time,Best_BinsUsed,Best_U,Best_U_star,Ori_BinsUsed,Ori_U,Ori_U_star,NoOverlap,ContainerVolume,ImageName
st04_Example5_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,13,4287.647310200002,3,0.1789766277416934,0.2593762955797287,3,0.1789766277416934,0.249458170049158,True,3241792.0,st04_Example5_normal_SCH_cube_F1.1_S13_minimum_bb_volume_maximum connected space_bottom.png
st04_Example5_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,19,4403.311865399999,3,0.1789766277416934,0.265670807997552,3,0.1789766277416934,0.2514934641087398,True,3241792.0,st04_Example5_normal_SCH_cube_F1.1_S19_minimum_bb_volume_maximum connected space_bottom.png
st04_Example5_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,3,4918.290074799996,3,0.1789766277416934,0.240110253834916,3,0.1789766277416934,0.240110253834916,True,3241792.0,st04_Example5_normal_SCH_cube_F1.1_S3_minimum_bb_volume_maximum connected space_bottom.png
st04_Example5_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,53,4318.919596299995,3,0.1789766277416934,0.2635932533611039,3,0.1789766277416934,0.2523038183819319,True,3241792.0,st04_Example5_normal_SCH_cube_F1.1_S53_minimum_bb_volume_maximum connected space_bottom.png
st04_Example5_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,7,4075.760672299992,3,0.1789766277416934,0.240110253834916,3,0.1789766277416934,0.240110253834916,True,3241792.0,st04_Example5_normal_SCH_cube_F1.1_S7_minimum_bb_volume_maximum connected space_bottom.png
st04_Example5_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,13,6075.821891600004,2,0.1900051311864879,0.2569872027950842,2,0.1900051311864879,0.2569872027950842,True,4580442.088933918,st04_Example5_normal_SCH_cylinder_F1.1_S13_waste_overlap_distance_minimum volume of AABB_bottom_top.png
st04_Example5_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,19,6403.565976100013,2,0.1900051311864879,0.2482131588884722,2,0.1900051311864879,0.2445604547007211,True,4580442.088933918,st04_Example5_normal_SCH_cylinder_F1.1_S19_waste_overlap_distance_minimum volume of AABB_bottom_top.png
st04_Example5_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,3,7175.865205399998,2,0.1900051311864879,0.2597952286908976,2,0.1900051311864879,0.2412668861527316,True,4580442.088933918,st04_Example5_normal_SCH_cylinder_F1.1_S3_waste_overlap_distance_minimum volume of AABB_bottom_top.png
st04_Example5_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,53,6196.267769900005,2,0.1900051311864879,0.266637581326622,2,0.1900051311864879,0.2559562979373614,True,4580442.088933918,st04_Example5_normal_SCH_cylinder_F1.1_S53_waste_overlap_distance_minimum volume of AABB_bottom_top.png
st04_Example5_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,7,5998.462362999999,2,0.1900051311864879,0.2541632395730079,2,0.1900051311864879,0.2481262677124083,True,4580442.088933918,st04_Example5_normal_SCH_cylinder_F1.1_S7_waste_overlap_distance_minimum volume of AABB_bottom_top.png
