Dataset,Algorithm,ContainerShape,BinSizeFactor,Evaluation,NestingStrategy,Selection_range,Seed,Time,Best_BinsUsed,Best_U,Best_U_star,Ori_BinsUsed,Ori_U,Ori_U_star,NoOverlap,ContainerVolume,ImageName
Merged3_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,13,1938.286774,3,0.338059389,0.434213152,3,0.338059389,0.376908757,TRUE,1157625,Merged3_normal_SCH_cube_F1.1_S13_minimum_bb_volume_ maximum connected space _bottom.png
Merged3_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,19,1918.051891,3,0.338059389,0.444172336,3,0.338059389,0.400052694,TRUE,1157625,Merged3_normal_SCH_cube_F1.1_S19_minimum_bb_volume_ maximum connected space _bottom.png
Merged3_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,3,1941.778948,3,0.338059389,0.427328798,3,0.338059389,0.422483533,TRUE,1157625,Merged3_normal_SCH_cube_F1.1_S3_minimum_bb_volume_ maximum connected space _bottom.png
Merged3_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,53,1993.714711,3,0.338059389,0.452511824,3,0.338059389,0.394667531,TRUE,1157625,Merged3_normal_SCH_cube_F1.1_S53_minimum_bb_volume_ maximum connected space _bottom.png
Merged3_normal,SCH,cube,1.1,minimum_bb_volume,maximum connected space,bottom,7,1974.189549,3,0.338059389,0.424910917,3,0.338059389,0.388367995,TRUE,1157625,Merged3_normal_SCH_cube_F1.1_S7_minimum_bb_volume_ maximum connected space _bottom.png
Merged3_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,13,2252.473226,3,0.281264491,0.332411526,3,0.281264491,0.330274799,TRUE,1391380.756,Merged3_normal_SCH_cylinder_F1.1_S13_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged3_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,19,2281.477343,3,0.281264491,0.366502122,3,0.281264491,0.351048409,TRUE,1391380.756,Merged3_normal_SCH_cylinder_F1.1_S19_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged3_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,3,2100.736254,3,0.281264491,0.35676647,3,0.281264491,0.351505149,TRUE,1391380.756,Merged3_normal_SCH_cylinder_F1.1_S3_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged3_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,53,2181.887874,3,0.281264491,0.375276859,3,0.281264491,0.374767293,TRUE,1391380.756,Merged3_normal_SCH_cylinder_F1.1_S53_waste_overlap_distance_minimum volume of AABB_bottom_top.png
Merged3_normal,SCH,cylinder,1.1,waste_overlap_distance,minimum volume of AABB,bottom_top,7,2116.559761,3,0.281264491,0.35760808,3,0.281264491,0.353524726,TRUE,1391380.756,Merged3_normal_SCH_cylinder_F1.1_S7_waste_overlap_distance_minimum volume of AABB_bottom_top.png
